Drug1,Drug2,Cell_Line,Tissue,Synergy,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5
temozolomide,Veliparib,SW620,digestive_system,1.334275791,-3.0770864,-1.0673723,0.34433076,-1.9036475,-3.7819018,0.34967104,-2.4223387,-6.3433833,-10.356265,-0.2483271,-2.6347394,-4.210091,-2.9026217,-4.8071923,-3.4024467,-3.3254814,-1.267716,-4.055914,-2.71979,-3.6225648,-2.1169848,-7.820739,-1.790345,-0.431695,-5.6280465
temozolomide,MK-2206,SW620,digestive_system,3.314454671,-0.18100728,0.6850153,3.5420456,0.66995674,1.2085941,-1.795813,3.5304165,-0.020354122,0.756332,-1.5870277,-1.5463604,-0.96243066,-5.7951655,-0.58733785,-3.6765316,5.656453,3.9164422,-0.28767496,-1.436543,1.9234781,-2.383335,4.1067047,-4.251742,-3.6719084,0.86614746
temozolomide,Niraparib,SW620,digestive_system,3.535855298,-10.2991,-3.5634637,-6.402785,-5.54477,-7.6054316,-3.953741,-6.095699,-9.701369,-7.667549,-4.822576,-6.624095,-7.6615586,-11.052546,-7.6083975,-3.0041325,-2.24036,-7.1882133,-5.226843,-6.5584407,-1.6980375,-5.667023,-4.46227,0.9533061,-6.92609,-3.8103287
temozolomide,891494-63-6,SW620,digestive_system,3.431731838,0.6363438,1.1624606,1.0393642,-2.4578328,4.3411646,-1.0864291,1.3207337,-1.4055389,-1.4200667,2.0975795,-4.145205,-7.243626,1.3573781,0.5629707,-5.5170426,3.3300447,5.2074323,-0.59173965,-1.6107062,-3.5365005,-2.1930728,1.7618694,-2.161999,-4.068285,-3.839243
temozolomide,Eloxatin (TN),SW620,digestive_system,-7.560214203,-14.0410185,-8.03771,-12.084572,-6.572722,-8.366442,-9.437158,-4.003612,-3.47616,-3.0978162,-8.848562,-4.144469,-6.8150315,-7.4567842,-6.0825424,-6.3015294,-8.492979,-9.785568,-11.264067,-6.166209,-4.479111,-6.2703094,-4.399424,-4.3070536,-6.13174,-4.6240973
temozolomide,391210-10-9,SW620,digestive_system,-4.057462628,-7.0099125,-8.157253,-8.68287,-7.216422,-8.197316,-3.0507925,-0.43493283,-6.367195,-4.9542985,-6.584988,-2.7365663,-2.6979268,-1.0109192,-0.26921713,-11.781794,-4.9368205,-7.6511097,-5.2299933,-3.9873536,-15.349781,-3.3055902,-5.712352,-3.5568414,-1.5200064,-5.8790865
temozolomide,7-Ethyl-10-hydroxycamptothecin,SW620,digestive_system,-8.822298708,-7.145527,-8.908894,-3.2776046,-3.2356641,-9.139904,-7.632951,-13.301264,-7.25487,-10.956561,-13.53963,-5.5016675,-3.3020997,-11.583429,-9.416679,-18.883091,-3.3238318,-3.2535074,-14.940383,-4.8382263,-8.223928,-8.65592,-12.917095,-5.5259275,-7.3703303,-7.107044
vinblastine,915019-65-7,SW620,digestive_system,2.407597379,-0.37301856,1.3584,-0.41878903,6.291567,2.8122227,-0.30441722,-2.8695862,0.4720833,1.7986357,2.9117684,0.0637787,-2.2293086,0.99460876,-2.8801684,-1.0308979,3.1225538,0.379758,-0.020221801,-0.26875287,-1.5091909,-1.4329759,0.518007,0.9036205,-4.2610497,3.8161
vinblastine,L-778123 free base,SW620,digestive_system,5.32165072,0.85104823,-9.222468,-0.06151896,2.6901205,2.4659162,-3.2416809,1.4578048,-0.6584109,-1.6861567,-3.1413965,2.503744,-3.1055157,-2.264702,-8.10877,-2.0771978,-0.15892963,-1.2410154,-2.8007731,0.6985903,3.5118709,-3.7118175,-2.5027533,0.37499186,-2.0662382,-1.3026155
vinblastine,Vorinostat,SW620,digestive_system,-7.940842049,-2.01941,-6.0106773,-2.2574983,-1.1769385,-3.145416,-5.2324967,-3.1763663,-2.346772,-1.9634509,-9.144553,-0.9487295,-3.794782,-2.849883,-4.0344405,-7.7404723,-0.70859027,-6.7270885,-3.1634674,-4.4137907,-10.827927,-4.1226707,-4.400796,-1.9527531,-7.6191287,-0.6524011
vinorelbine,Veliparib,SW620,digestive_system,-38.26191812,-64.40718,-54.30303,-69.57365,-68.6604,-52.20853,-45.742954,-26.528248,-31.386688,-12.059117,-39.539154,-48.623062,-28.224478,-46.180443,-34.15959,-33.40664,-41.443203,-49.16554,-47.352303,-48.97268,-43.4401,-57.929333,-40.892044,-35.557945,-45.805542,-37.66085
vinorelbine,Dasatinib,SW620,digestive_system,-10.81066887,-20.258757,-19.81538,-35.779945,-32.81425,-18.4676,-1.322761,-9.408978,-6.199055,-5.295231,-8.706342,-7.000154,-10.3898735,-8.332811,-13.352101,-7.949136,-4.8819966,-8.072643,-16.804087,-7.54832,-0.61006916,-7.073528,-14.357556,-1.624573,-25.43956,-16.679327
vinorelbine,MK-5108,SW620,digestive_system,-4.374962944,-8.172153,1.089426,-3.314832,-2.493772,3.076717,1.5557188,-3.9356534,-0.23585105,3.230736,-1.2310084,-4.996597,-2.047083,3.0091774,-0.48806053,-1.8064477,0.39151272,-0.29497477,-15.806182,-0.3354643,1.0691932,0.78277177,1.8794699,3.3780518,-2.7381098,-4.0802803
Vorinostat,Erlotinib,SW620,digestive_system,-5.190854208,-5.0686245,-3.9130147,-7.969039,-4.686355,-11.848622,-1.8923893,-7.067773,-5.3217187,-8.394434,-8.841858,-4.1873693,-6.004749,-5.56688,-9.595144,-8.333411,-8.380283,-5.750683,-4.7875004,-3.7078428,-6.9054627,-2.6939769,-11.61334,-2.0653272,-7.3605256,-9.445348
Vorinostat,Lapatinib,SW620,digestive_system,-24.44328789,-31.842737,-35.053177,-20.654146,-22.734346,-26.154003,-41.224415,-27.493235,-23.881886,-27.194223,-29.211409,-13.90554,-30.520756,-19.852169,-34.12847,-31.59414,-26.944983,-26.875477,-33.841053,-23.755527,-40.196007,-31.42695,-32.126545,-21.277866,-28.261354,-31.225279
Vorinostat,7-Ethyl-10-hydroxycamptothecin,SW620,digestive_system,-2.22882541,-0.5249334,-1.9057162,-1.0180404,2.0303009,-0.90264654,-2.956665,-2.8682225,-3.0648863,-1.4296228,-8.224256,3.0232968,-1.4567345,-0.88299257,-1.270734,-2.435006,-1.8373634,-2.7224948,-2.0960302,-2.8190303,-1.346088,-0.90882957,0.90516984,0.4241777,-2.7584643,-4.137848
Vorinostat,temozolomide,SW620,digestive_system,-8.251316687,-18.722315,-14.266653,-20.22137,-4.0249457,-21.630566,-14.5148945,-13.523334,-3.8603542,-3.3727405,-4.78828,-4.995713,-6.4334626,-17.537203,-14.09688,-8.511717,-21.551067,-13.335362,-6.326274,-2.2078297,-6.677915,-7.258111,-11.311778,-13.628384,-7.0559306,-10.101561
5-Fluorouracil,915019-65-7,SW837,digestive_system,-6.230548618,-5.3236227,1.1671759,0.42095676,-8.658869,1.3054266,-0.67072,-7.736844,6.3130174,1.2023556,0.78683484,1.6184773,2.27658,5.15881,-7.070723,2.2525704,5.4131727,1.3605435,-4.8165555,0.34970275,1.7853366,3.469217,-0.8802471,-1.0099869,6.2668,3.7396374
5-Fluorouracil,Bortezomib,SW837,digestive_system,-4.734509699,-0.3543174,-5.128792,-1.820438,-4.402306,-2.4630733,-8.971563,-7.868432,-2.7423818,-0.5722576,-2.3927624,-2.214998,-0.9195052,-0.3527694,-0.9411068,-0.9611786,-3.1066751,-1.4951303,-7.449347,-1.313608,-1.2007805,-4.4325547,-3.7714305,-1.2664479,-1.0242879,-0.43644023
Veliparib,Dinaciclib,SW837,digestive_system,-24.14045865,-45.14272,-35.655735,-42.918964,-28.22146,-51.46925,-35.319874,-42.252743,-57.712284,-45.99634,-44.960777,-27.77454,-39.932426,-64.73374,-63.643555,-63.146946,-34.902542,-54.697105,-41.990376,-37.743908,-47.370354,-54.564365,-46.312187,-52.173492,-56.51845,-45.852177
Veliparib,geldanamycin,SW837,digestive_system,-4.088110358,-10.84598,-10.889785,-18.33969,-26.078983,-24.8894,-47.634792,-34.05708,-16.358942,-18.702662,-16.959846,-16.446428,-14.995895,-25.856394,-27.395098,-28.93725,-25.027933,-17.242636,-14.019617,-20.659185,-20.382158,-17.77724,-20.398373,-17.53065,-21.235252,-7.100524
Veliparib,topotecan,SW837,digestive_system,-26.40712399,-11.1687765,-6.548228,-9.448435,-4.158704,-9.824616,-9.727841,-9.3436985,-9.354058,-4.794648,-10.090844,-7.1543474,-14.862077,-13.08277,-14.77596,-13.126199,-10.544067,-7.100574,-1.4000689,-6.338042,-16.6809,-2.1325815,-14.184141,-6.743345,-14.625367,-24.90581
MK-1775,Dinaciclib,SW837,digestive_system,0.312132187,0.7205137,-3.037666,2.1996706,1.5659693,2.8633385,3.7347922,-12.892394,-1.2223426,-1.482071,-1.3993822,-6.1404686,1.1206912,1.0910317,4.736094,1.4026103,2.5675159,0.8679505,-2.8051348,-0.22749387,-3.0523956,-2.5517457,0.33809984,-2.1283493,1.3508651,-0.6139632
MK-1775,Lapatinib,SW837,digestive_system,17.01666309,9.112304,8.734677,10.884955,11.258486,7.387073,6.8127394,11.126011,10.31358,11.957076,11.141371,0.6553804,12.083518,10.953155,10.154556,7.9430647,3.1086683,6.0177336,4.600522,8.3971815,6.040283,4.8207903,10.228005,7.3388414,9.942541,7.9533863
MK-1775,Deforolimus,SW837,digestive_system,12.41758608,6.5977397,8.21835,7.036609,4.020078,10.9334545,9.041846,7.5098925,5.269359,9.40571,9.06716,5.1781826,5.6004148,8.937072,8.754603,4.7784066,6.780719,11.244395,6.0151157,9.569515,6.062188,5.2329173,5.7488475,6.14687,4.374694,7.01814
MK-1775,391210-10-9,SW837,digestive_system,3.782445853,4.7482395,4.0478177,6.5089326,6.863375,7.361466,7.6576104,7.4329214,2.6881056,8.477778,6.8610296,-7.183375,5.756807,5.5772104,4.943362,4.2626176,8.236798,0.37409976,2.732943,6.2630615,0.7970785,6.694261,3.9655924,2.2626138,4.4486537,3.8811822
915019-65-7,Sorafenib,SW837,digestive_system,-11.27542344,-14.992847,-7.18854,-6.2075934,-9.414437,-8.506789,-12.406781,-8.703644,-2.4545102,-1.3520912,-0.56039697,-1.8322681,-16.822657,-0.3986708,-3.1649842,-2.180385,1.139232,-8.890781,-9.087201,-4.571556,-2.5462189,1.415756,-4.0250673,-6.5024557,-6.0560927,-5.285424
Bortezomib,Veliparib,SW837,digestive_system,1.344481472,-10.676902,-6.5587397,-20.174475,-17.668282,-20.230207,-47.209583,-15.765274,-6.9154997,-15.143911,-9.670657,-3.6074786,-8.816252,-20.432074,-31.654083,-22.268972,-1.9182153,-8.94883,-7.2246766,-7.495355,-11.626726,-12.467724,-19.81131,-13.447358,-8.844814,-7.964144
Bortezomib,891494-63-6,SW837,digestive_system,-61.13706336,-17.197498,-9.846546,-20.820564,-28.612452,-22.072893,-17.11413,-29.929735,4.078373,-12.082061,-15.314266,-1.4329523,-6.709032,-8.483688,-10.032211,-10.294898,-3.3484037,-26.303318,-34.052975,-14.050145,-11.90621,-21.076738,-21.869806,-13.819646,-9.972313,-29.462181
Carboplatinum,MK-2206,SW837,digestive_system,-2.925044948,-16.050793,-16.501112,-21.303164,-12.894833,-15.043515,-20.361448,-25.869213,-20.734764,-21.358137,-17.671247,-19.3381,-10.925546,-24.4233,-11.169474,-14.597277,-25.69515,-15.568817,-19.782866,-21.375124,-18.823317,-19.677137,-14.710989,-21.961102,-12.364606,-19.301502
Carboplatinum,Deforolimus,SW837,digestive_system,0.634163483,1.0041293,1.9838991,0.754053,-2.4825435,-0.911948,-0.25377926,-0.7746353,2.0500665,-2.1610606,1.5456659,-2.354283,-2.9455602,3.951243,2.2179322,-0.5443482,1.4228153,-6.1481066,-4.0327554,1.919137,-11.183333,-2.0669906,-7.356208,-5.7369704,-5.036802,-8.53443
Carboplatinum,Sorafenib,SW837,digestive_system,-23.69472583,-16.749517,-19.381613,-25.270864,-19.79834,-20.698141,-20.983704,-14.215074,-26.677189,-20.753757,-27.176313,-19.49628,-14.292813,-20.163017,-18.553907,-23.71376,-23.99774,-29.943823,-19.835705,-22.05964,-20.69937,-19.836466,-16.32443,-31.2437,-11.799084,-18.711891
Carboplatinum,Vorinostat,SW837,digestive_system,-13.43403613,-13.318503,-21.860945,-20.546072,-7.7832775,-26.21843,-9.872446,-5.3770547,-2.7312973,-13.083626,-6.7890725,-19.775084,-8.091044,-11.880493,-10.587409,-7.0475874,-11.290008,-20.92049,-12.629831,-8.031331,-10.107022,-11.026571,-17.496954,-15.134845,-12.391904,-19.149265
cyclophosphamide,Lapatinib,SW837,digestive_system,-10.89399215,-14.797012,-14.298738,-18.29908,-15.736224,-13.705659,-10.629362,-12.539002,-14.825677,-11.027552,-13.019099,-13.283612,-10.130144,-10.157931,-5.57031,-13.106175,-12.576868,-10.344555,-20.542713,-16.74676,-15.506378,-13.74751,-9.550102,-14.982989,-7.8620777,-12.706203
cyclophosphamide,Niraparib,SW837,digestive_system,-8.989250799,-15.833851,-12.992357,-10.931121,-16.619007,-13.045118,-10.270554,-9.597397,-5.84024,-14.525687,-6.768355,-9.651228,-23.880663,-6.1909733,-10.344708,-16.013174,-13.797553,-13.350465,-8.629235,-12.477131,-7.7066054,-15.561761,-11.6665945,-8.639998,-6.0209293,-11.142681
cyclophosphamide,MK-5108,SW837,digestive_system,-2.577687913,-1.7602049,-3.7526982,-2.7683885,-2.6973796,-3.8339486,-13.359189,-9.356922,-1.4872361,-4.257714,-4.3235984,-12.180537,-5.6501527,-1.0269697,-17.482788,-10.491946,-6.1528907,-5.5890107,0.016502319,-4.758385,-7.098565,-19.657547,-10.014513,-2.6862872,-1.1174668,-2.871618
cyclophosphamide,Sunitinib,SW837,digestive_system,-18.24843116,-32.09695,-24.93827,-22.130672,-23.984972,-19.612589,-20.741154,-28.391994,-18.207848,-28.893538,-19.149801,-16.752346,-16.95565,-12.122924,-26.253603,-23.946194,-18.795668,-30.117039,-27.386522,-20.276016,-23.30177,-26.740353,-21.617004,-28.828318,-23.018505,-24.389668
Dasatinib,Deforolimus,SW837,digestive_system,8.708083957,14.518629,11.110606,15.249678,13.395426,9.965924,12.726797,9.599432,11.697334,13.306235,12.983248,5.7200284,11.308028,8.912381,12.485724,10.096007,15.362115,12.038218,14.470838,13.859699,15.746804,10.850914,10.184785,11.563199,9.469327,6.7956862
Dasatinib,7-Ethyl-10-hydroxycamptothecin,SW837,digestive_system,10.25395213,9.465296,13.690694,11.016398,5.9804764,3.8765063,10.921814,7.751982,11.325832,9.389001,8.02233,0.6752536,8.810375,10.2591915,11.01883,9.241602,7.6019683,12.178484,11.525935,8.677268,3.2774534,5.1103435,8.983905,8.600796,12.481136,10.597674
dexamethasone,915019-65-7,SW837,digestive_system,-61.37653004,-39.770382,-48.834663,-38.052193,-47.50196,-38.61863,-41.70139,-30.175795,-30.774475,-47.483204,-49.99,-38.58014,-34.75643,-50.604977,-54.376972,-52.13034,-39.16355,-37.130154,-38.35079,-37.027756,-28.456842,-56.1355,-44.901314,-46.97104,-36.903286,-40.94559
dexamethasone,L-778123 free base,SW837,digestive_system,-6.121203187,-7.1617208,-9.033886,-6.150126,-10.097494,-10.095093,-10.063506,-4.9430823,-5.173912,-11.923715,-11.116959,-3.7721598,-7.342302,-11.329951,-8.411407,-12.112296,-8.642375,-8.240281,-4.67057,-10.560097,-6.7307014,-28.625303,-20.70789,-6.75258,-9.56054,-8.420728
dexamethasone,MK-2206,SW837,digestive_system,-12.93881864,-7.7719455,-5.4147296,-10.942881,-11.817469,-8.608432,-19.50062,-11.452955,-10.729689,-16.430275,-12.457114,-15.632201,-11.881948,-17.932903,-10.540338,-15.916533,-16.761175,-7.2273393,-14.889956,-12.247934,-9.651823,-20.613379,-5.741388,-17.86245,-8.196913,-13.585079
dexamethasone,MK-5108,SW837,digestive_system,7.736415558,-9.776864,-1.8077215,-3.998209,-4.377544,-2.4867501,-16.08805,-7.573252,-1.5697451,-5.1199765,-4.520632,-19.07774,-2.1164486,-6.3865056,-14.115599,-8.080407,-6.808506,-2.8006506,-5.4296446,-5.718634,-7.7742414,-19.842037,-4.7331376,-9.60823,-11.036794,-5.727736
dexamethasone,Sorafenib,SW837,digestive_system,-13.40892689,-8.795926,-5.81174,-13.11456,-11.474861,-13.793136,-16.926374,-4.801053,-12.965299,-21.302168,-15.5579,-11.687849,-8.982705,-16.056166,-9.377714,-14.423559,-14.81581,-6.599261,-14.950579,-12.559358,-18.528797,-18.376524,-9.781489,-15.55405,-6.105374,-7.9484353
doxorubicin,Veliparib,SW837,digestive_system,-53.51521417,-7.5412145,-4.9754744,-11.410899,-6.467445,-13.087676,-25.152847,-21.815193,-11.872208,-11.98653,-8.690093,-4.249519,-16.772617,-13.626312,-32.21083,-23.17328,-22.070559,-9.033811,-2.4707305,-7.115772,-15.0522175,-11.903793,-15.421507,-19.99738,-16.577612,-13.926242
doxorubicin,L-778123 free base,SW837,digestive_system,-34.96430288,0.9296861,5.057431,2.0932813,-4.714852,-7.3802385,-6.874717,-8.08423,-2.129099,2.4603837,-1.2054857,-2.7383106,-1.0552075,3.3440962,4.732511,2.0073786,0.86033785,-4.552163,1.3733472,-2.5046358,-5.8162365,-1.491994,-2.6017005,-4.8368034,-0.995235,1.4172298
doxorubicin,Lapatinib,SW837,digestive_system,6.794643188,5.162923,4.844068,8.747149,5.4519362,4.1163816,6.1595263,2.0002687,6.379615,8.270615,6.73157,1.6702111,5.1131234,8.701283,7.723677,4.8625584,9.412116,5.1245418,3.1144893,8.320883,8.914906,3.9702957,2.070368,3.9881458,4.499675,5.019702
doxorubicin,MK-5108,SW837,digestive_system,-47.15640307,-17.059748,-11.014752,-3.4025767,-12.2226715,-28.878435,-22.707512,-14.967372,-20.196194,-4.040243,-24.415106,-4.0392475,-11.7091675,-9.650731,-17.951334,-14.554978,-53.75724,-25.064161,-5.9650664,-15.603105,-20.56376,-20.988707,-18.49937,-26.670225,-19.46251,-12.29249
doxorubicin,Deforolimus,SW837,digestive_system,-0.143461143,2.8387947,-1.1619077,0.30854055,0.30484796,0.44550863,0.012973942,-1.6613309,1.5869144,-1.2448616,-0.09705921,1.1645806,-0.10166806,1.245915,1.3024007,-1.567384,-1.798,1.2223192,-6.5490174,0.5880244,1.6532787,-4.710596,-3.6024046,-3.77077,-0.58994275,1.9083089
Erlotinib,Dinaciclib,SW837,digestive_system,4.128415818,4.7537727,2.5223622,3.3327904,4.3236184,2.5858145,1.4419761,5.7239885,0.079746306,2.3543932,1.3489555,-5.4749126,2.9425888,3.262347,3.0927148,-2.0559673,-0.60800385,1.6028416,7.063159,2.9214041,1.9197494,2.3390005,0.43974072,4.0626974,2.5205553,6.318694
etoposide,915019-65-7,SW837,digestive_system,-4.531163086,7.51573,9.971708,6.589619,7.036343,7.0256805,7.981431,7.711858,9.394021,6.5880947,3.4307091,6.733805,9.534788,6.8620267,6.201387,6.706597,5.359739,7.4319296,4.2789063,4.327843,8.842495,8.502912,4.5958657,7.28182,8.530538,11.513
etoposide,Erlotinib,SW837,digestive_system,13.69164622,9.259132,8.860027,10.106811,9.390944,7.311151,11.691525,9.33329,9.588062,5.9493833,4.5158806,4.985927,5.668009,8.014352,9.332645,7.8923345,8.132206,7.7638965,10.721728,8.780989,6.5403304,9.980114,7.413357,9.602124,8.998586,9.496221
etoposide,MK-5108,SW837,digestive_system,-0.889799621,0.8639992,5.2672553,-2.3019917,-4.847919,-7.333069,-1.575526,1.7982808,-4.1727357,1.5578523,-1.2497586,-0.44478717,-0.8698429,0.39051124,-7.369271,-2.9317286,-5.783212,-0.33422455,-15.142193,6.0789056,-14.536612,0.7115785,-14.801553,0.062365852,-3.2091198,-12.348494
etoposide,Sunitinib,SW837,digestive_system,0.631583947,0.8081984,5.7536345,-5.5946736,0.6454741,0.55949,6.869771,4.9904203,-2.9516091,-0.65916085,-3.8953352,2.8463535,1.4676636,2.0795274,1.5155138,3.8626046,-2.4493277,-1.399561,-3.8796673,0.6787166,2.168176,-0.44419473,-1.7614044,-0.20104685,5.521933,5.3894525
geldanamycin,7-Ethyl-10-hydroxycamptothecin,SW837,digestive_system,7.15596171,1.3579705,1.7729789,3.6232572,2.8447592,0.9595438,2.5703642,3.5732431,3.5278838,5.1105356,0.97831523,-0.9637197,3.361272,2.0463042,3.5726843,2.8707125,1.465855,3.3312142,2.504208,2.9676015,3.0584602,3.9381425,5.136326,4.745717,3.2860587,1.0513959
gemcitabine,Veliparib,SW837,digestive_system,-9.859241958,-7.7838306,-4.1938987,-10.710147,-8.507332,-12.375305,-19.742537,-10.796046,-9.2291975,-10.038024,-7.22767,-5.8582363,-13.69954,-15.666916,-13.347531,-16.77362,-7.315767,-6.892013,0.8207565,-8.1318,-10.713629,-5.502813,-6.5461144,-14.037938,-12.785942,-10.846926
gemcitabine,MK-1775,SW837,digestive_system,19.96919073,2.7523062,3.9513237,6.383837,1.8226148,8.13101,6.8575654,8.991744,7.563359,9.534434,8.621597,2.4365005,8.51635,5.4311376,3.7489305,2.6079624,2.6125972,8.521715,9.054367,2.8400693,5.509281,2.6788292,6.5652747,3.4477758,5.899441,5.536596
gemcitabine,Niraparib,SW837,digestive_system,-11.15171621,-3.7168193,6.648047,3.1274524,2.4280777,4.223148,-5.220203,-3.3293674,-9.812939,-5.217875,-11.091244,-12.309823,-21.318493,-1.69168,-3.0625072,-1.6548173,-0.21125422,2.1324503,0.26885846,0.89747757,-15.088865,-5.95178,-7.065474,-3.1952279,-5.9882755,3.4339945
gemcitabine,temozolomide,SW837,digestive_system,-12.95288262,-27.247654,-16.085026,-32.57387,-28.333057,-35.376404,-27.90522,-59.68567,-39.773026,-32.851543,-29.756319,-25.668278,-47.58365,-40.549335,-24.716314,-20.311262,-19.13318,-16.927868,-34.53099,-30.835522,-26.373789,-53.68223,-33.591736,-46.102776,-48.205364,-39.6041
L-778123 free base,Veliparib,SW837,digestive_system,-5.426645923,-7.6667237,-12.942932,-4.5539513,-15.459394,-10.691689,-19.082869,-6.3287835,-11.850636,-9.009726,-16.456806,-7.4005847,-12.925494,-4.565461,-8.650531,-13.822992,-2.7480118,-10.611551,-8.339486,-13.184772,-21.222433,-11.992286,-16.52124,-10.417397,-7.4723425,-12.380982
L-778123 free base,Dasatinib,SW837,digestive_system,4.792325844,6.5024047,8.360735,5.7670984,2.775272,5.9108357,7.8142023,5.811282,9.735797,6.898225,9.169544,2.9641178,9.662265,12.438509,7.882556,9.191087,9.355231,7.3154864,9.700645,5.3196416,10.901327,11.489116,10.487838,0.5243088,8.147412,10.799228
L-778123 free base,Erlotinib,SW837,digestive_system,9.978209778,9.3144,8.78044,3.571069,5.628398,-0.032148004,6.9270287,1.3938035,6.992322,10.733715,7.723562,2.3647258,6.3407316,7.6307845,10.547198,4.609464,3.4664643,5.720313,7.8819995,4.1969676,5.0285406,9.414007,2.2334962,2.1725633,10.360609,6.2072177
L-778123 free base,gemcitabine,SW837,digestive_system,3.713376404,1.5874531,8.931283,3.143428,-0.17150031,-1.3146296,0.86616164,-8.063944,1.9589515,1.8692422,3.548858,-5.1597476,5.115699,5.5429306,7.0752378,4.620759,2.9118686,4.1926775,1.8810233,5.5020995,-3.6662912,3.2878726,0.64692104,-1.7923298,-0.9113123,8.919005
L-778123 free base,891494-63-6,SW837,digestive_system,-48.42669027,-9.460785,-15.520961,-13.902833,-26.28662,-18.120134,-5.8984733,-3.9474068,3.0290046,-6.055694,-16.693338,2.053374,-0.95683694,-3.9220307,6.1645865,-10.206291,-7.887519,-16.331131,-22.306997,-10.504476,-6.9864855,-26.696735,-21.011343,-5.89068,-15.178495,-10.362836
L-778123 free base,vinorelbine,SW837,digestive_system,-13.76072562,1.1308337,-2.7771127,1.5002754,4.374858,-5.071887,-5.408969,-2.2710521,-0.6514281,-2.1188376,-5.7987366,-1.5138855,-4.955651,-3.4875233,0.20700258,-2.232177,2.881865,-1.2046415,0.85574764,-2.410636,-1.3143932,0.96928346,-2.7413852,-0.96491927,-3.0920167,-1.294617
Lapatinib,Erlotinib,SW837,digestive_system,1.741670982,4.9064345,10.619408,9.466993,10.6977415,11.502016,8.823108,10.694641,12.433785,16.168781,11.921241,-0.011610842,8.927458,9.158245,15.167596,11.437441,11.377863,10.018359,6.400551,10.405541,11.200609,8.41465,12.445388,11.519095,10.185061,8.906401
Lapatinib,MK-2206,SW837,digestive_system,17.7573199,-0.12760355,8.452351,5.7169304,10.37091,6.3376584,7.6060324,9.575933,9.013548,8.486311,9.600019,0.961356,7.349938,8.093922,2.1426215,10.074274,13.332731,3.7029312,4.6062107,8.969144,7.540461,9.398681,7.6830564,6.50979,4.999929,7.151903
Lapatinib,891494-63-6,SW837,digestive_system,4.753065131,-6.035013,-3.5849097,-1.4107665,-6.031596,-6.7944045,-5.0376034,-6.0073533,7.27556,-9.216955,-0.036796995,-1.6375698,1.630016,-6.147355,-5.6699047,-1.3699362,3.7970097,0.046926104,4.112609,-5.0208693,-16.301176,3.0976565,-8.784461,-2.4776037,1.0710174,1.8591973
Lapatinib,topotecan,SW837,digestive_system,5.077027796,7.3875556,9.022849,9.18947,12.173211,11.992801,12.500101,13.36447,11.173308,9.428374,12.001635,1.5464805,9.489986,7.4483104,11.44049,12.014168,14.566934,12.624182,11.955919,11.144258,10.257867,11.282707,7.4247546,10.8495035,4.499138,8.333264
metformin,Dinaciclib,SW837,digestive_system,-55.4676469,-68.852715,-52.628574,-69.191826,-60.430664,-70.1654,-61.678806,-70.482605,-77.241646,-76.70489,-65.82594,-51.26589,-76.81529,-53.18131,-70.35491,-67.91197,-63.727398,-73.09261,-66.239746,-79.32257,-62.16738,-76.64936,-64.70006,-82.17737,-57.304974,-52.84771
metformin,MK-2206,SW837,digestive_system,-12.47292549,-24.913261,-19.723324,-33.844116,-25.604208,-22.297892,-31.16134,-32.047874,-21.47156,-21.110617,-26.313036,-29.820858,-14.745283,-34.934093,-18.241894,-16.952621,-32.422226,-22.618519,-42.792545,-27.317747,-30.865017,-33.589798,-20.558708,-35.3598,-8.980051,-26.96178
metformin,391210-10-9,SW837,digestive_system,-37.78181565,-43.766136,-29.811785,-37.392178,-57.4054,-31.34836,-32.83849,-40.024574,-41.36255,-47.58765,-54.350006,-37.815968,-45.962467,-57.05233,-49.625217,-37.83031,-44.732647,-45.16946,-36.47694,-45.623093,-52.380997,-44.56148,-47.974575,-49.57437,-51.228325,-45.953606
metformin,Sorafenib,SW837,digestive_system,-39.06465638,-16.85132,-28.718868,-30.989004,-33.744648,-26.002535,-29.710945,-21.464884,-27.27768,-35.848297,-42.269085,-29.461992,-33.183437,-37.39261,-21.74608,-47.073364,-34.144466,-34.159653,-28.071428,-33.83025,-27.0578,-27.278315,-20.61906,-38.91244,-10.048065,-26.922798
methotrexate,Bortezomib,SW837,digestive_system,1.084110955,-2.3195512,-4.734064,-3.192031,-0.53053725,-0.48184288,-4.8682647,-1.8122743,-1.6636263,-2.154701,-1.3403779,-5.1510906,-3.3955014,-1.9047765,0.7147134,-2.728076,0.9920722,0.16983742,0.9181848,-1.1990997,-4.5196433,-0.8025353,-0.8100609,-0.38722834,-2.7853346,-0.9861146
methotrexate,Dasatinib,SW837,digestive_system,-0.989475342,4.5089498,9.02631,-5.213917,6.934924,6.6758866,0.005672179,2.6904242,1.4132905,0.56775445,2.2210295,-3.282019,3.3760817,4.446401,8.748248,2.2496119,6.620925,3.329649,3.1328342,7.009848,-0.96148896,-0.5350811,3.1893055,-2.4763844,5.5920367,-4.0279374
methotrexate,geldanamycin,SW837,digestive_system,4.738052903,-3.9712842,-3.9423187,-2.272921,-1.3288202,-5.348401,0.9466893,-5.348494,-5.5182395,0.106700376,1.7620003,-5.5433097,-6.8211637,-2.655536,-3.8339658,-2.8679326,-3.960624,-3.122504,-2.9752936,-1.118392,-3.3283255,-1.7216196,-2.8606706,-3.198862,-3.628553,1.0026562
