Drug1,Drug2,Cell_Line,Tissue,Synergy,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5
temozolomide,915019-65-7,UWB1.289,urogenital_system,-16.19428209,-15.2808,-10.625801,-5.1190505,-12.268231,-6.480177,-10.883228,-10.682861,-10.873965,-3.2881284,-0.8486484,-10.491012,-2.8591785,-3.7827554,-11.468014,-9.483688,-2.2921145,-7.8298044,-9.189773,-12.311448,-8.788385,-7.116884,-0.92280513,-7.3471766,-12.00736,-7.345303
temozolomide,Dasatinib,UWB1.289,urogenital_system,-10.82386668,-8.29051,-2.0764623,-3.4872026,-8.823851,-6.826481,-8.304258,-15.128519,-2.4497097,-3.4658883,-8.98132,-7.5319834,-1.7326136,-2.258985,-3.074415,-0.039970912,-1.5177362,-0.04365705,-10.938665,-3.5402381,-10.4523535,-8.2037945,-5.779492,-1.7773397,-1.3935987,-8.589963
temozolomide,Erlotinib,UWB1.289,urogenital_system,-16.75175126,-20.79817,-11.669521,-12.841047,-13.4657755,-14.666097,-16.811832,-17.684288,-13.548121,-13.661176,-11.452908,-14.088216,-8.864644,-10.948542,-11.086154,-12.957569,-16.910234,-7.312617,-8.339272,-11.966508,-12.049921,-16.422369,-12.0712385,-10.401841,-12.84107,-15.593877
temozolomide,Deforolimus,UWB1.289,urogenital_system,-0.086522762,-15.938237,-3.6853638,-5.4232583,0.5738425,-4.473355,-5.047239,-6.161797,-10.127435,-6.1395483,-6.1864185,-16.951283,-12.645434,-8.35097,-10.222746,-8.617126,-11.42308,-4.419795,-15.746568,-2.7886407,-17.3034,-8.523456,-13.585722,0.38205793,-12.339896,-15.082273
temozolomide,topotecan,UWB1.289,urogenital_system,-21.44539477,-31.815367,-26.379137,-22.338667,-16.834198,-23.723942,-26.83188,-28.716122,-24.913347,-34.70384,-25.076757,-24.178524,-28.248978,-27.710894,-23.411001,-19.657639,-27.126608,-23.203785,-28.530457,-28.14565,-28.392973,-28.672863,-28.89301,-14.8272915,-25.51798,-16.702248
vinblastine,Bortezomib,UWB1.289,urogenital_system,0.38177629,-0.2704298,-1.8970038,-3.0062559,-3.2931504,-1.6880816,-3.483032,-2.6638913,-5.012597,-3.2084663,-3.3454173,-1.6625584,-3.338206,-4.19739,-3.940132,-4.3766575,-3.981846,-2.0352807,-2.908204,-4.1059003,-2.5628812,-1.3773272,-5.168164,-1.3368013,-3.2230206,-2.1729362
vinblastine,Deforolimus,UWB1.289,urogenital_system,2.459103011,2.2568908,0.8007181,1.6052887,1.1699374,2.6301644,1.0305829,1.9462284,-0.6542099,-0.45359853,0.59598416,3.175879,0.57475215,2.7900178,1.6311289,0.65288514,1.048348,3.1670456,2.2203376,1.5809313,2.6857214,0.49909377,-0.49356228,2.715098,4.0178447,0.88292086
vinblastine,391210-10-9,UWB1.289,urogenital_system,-1.857925385,-3.8970013,-1.3504211,-3.2897377,-2.403988,0.33600363,-2.9962814,-2.5585434,-1.1453999,-6.1712227,-6.70427,-0.00276467,-7.095548,-6.1475334,-5.99775,-4.3367124,1.0325211,-4.006662,0.57223845,-4.9739456,3.1894166,-4.037133,-6.025535,-0.14905834,-3.0300703,0.05844657
vinorelbine,MK-1775,UWB1.289,urogenital_system,-0.591408958,2.1024988,0.25856346,2.1761966,1.118925,-0.5879397,3.1243036,0.8962291,0.21452321,-0.372103,-1.3048233,1.3447672,3.4720166,1.6317573,-1.9508256,-1.9587163,-0.29907575,1.7845764,1.1112547,-0.7596525,-0.991466,2.2850893,0.053792562,0.4880124,0.21443938,4.741216
vinorelbine,Bortezomib,UWB1.289,urogenital_system,1.488487596,-0.8851686,-2.4895806,-2.296627,-1.4512001,-1.3030726,-1.9621931,-3.1043463,-2.3819666,-4.350791,-3.2612145,-2.713121,-3.141978,-1.173818,-3.355733,-3.5405152,-3.8429763,-1.4948294,-1.1531296,-5.510985,-2.9988823,-1.616968,-4.266928,-3.256693,-4.009687,0.3657198
vinorelbine,Deforolimus,UWB1.289,urogenital_system,0.287830153,2.480457,1.1204973,2.014487,2.2770977,2.6098554,4.547429,3.161051,2.6703825,0.6200924,1.8854592,5.9211493,3.4453566,3.7832792,4.6769633,2.1846905,-0.59944403,3.3433597,2.7651634,2.6074338,2.045456,4.7467017,2.4539137,1.1804485,3.6774719,5.4440484
vinorelbine,891494-63-6,UWB1.289,urogenital_system,-0.055375566,1.9969832,-0.33376086,-0.01812375,2.0135865,-0.0512692,5.7856755,2.8519638,-1.4997919,-2.0823603,1.1904713,0.4165163,0.26621902,-2.127814,-6.025479,1.2322035,1.3273189,0.10608174,0.27295083,0.006770678,4.0575557,-3.4307504,2.3768246,-0.22219954,0.11446933,0.28594974
vinorelbine,temozolomide,UWB1.289,urogenital_system,-15.93573058,-17.287367,-16.439405,-17.782593,-21.677347,-21.75798,-26.040466,-18.211126,-29.13471,-18.67737,-20.92991,-22.926228,-35.36852,-17.752619,-10.431781,-23.364464,-21.990704,-10.134023,-18.985556,-29.211977,-15.484949,-22.89029,-18.091152,-19.287392,-21.142773,-23.7965
vinorelbine,Vorinostat,UWB1.289,urogenital_system,0.354263387,1.2814494,2.6310873,1.5193117,1.7325082,2.6613946,3.2441554,1.8709493,2.8606384,2.6422894,3.3206558,2.3825555,3.457987,3.3534029,4.6525087,1.7816831,0.70315236,4.055158,0.49808413,-0.49769843,4.117422,5.219989,5.7488117,1.8974913,2.871174,6.8380637
Vorinostat,MK-1775,UWB1.289,urogenital_system,2.433857045,-0.09192255,3.80365,0.5993592,-2.1189723,-0.26044267,0.6174314,-0.108546875,1.5808597,2.877472,-1.44867,1.3320836,1.2845939,1.3555851,-0.03614384,-3.6897063,-0.6298567,2.2693267,1.5084258,-0.7586457,-0.15005329,1.6230813,2.8139048,-0.5158307,1.1415162,-1.5723485
Vorinostat,MK-2206,UWB1.289,urogenital_system,10.4160045,1.2421647,3.4265585,1.6051024,5.126937,3.1648247,3.6759784,3.1611967,2.8596692,5.3054595,7.4401417,4.517996,5.871574,4.0373764,4.181413,1.9162667,1.599368,1.9883245,1.537139,-0.48354536,-1.0259918,0.55335915,2.7873676,3.4115987,4.9633503,1.8922924
Vorinostat,891494-63-6,UWB1.289,urogenital_system,4.429498605,1.9121627,2.0913465,0.8374527,4.3783264,5.910043,1.1964699,-2.643079,0.17717658,2.7944694,3.571456,0.340388,0.93566483,1.4431741,3.6448255,-1.067104,1.959535,0.10617684,3.0857215,-1.6317552,0.47732556,-2.203642,3.058801,-2.1360357,1.5069472,1.8724726
5-Fluorouracil,Dasatinib,LNCaP.Clone.FGC,urogenital_system,-4.123745168,1.1735964,-2.7771494,2.1237485,2.0040731,1.0985291,-1.1061091,-2.059417,1.4332458,-2.790836,-0.034539316,0.12984411,-1.6904085,0.93997216,3.3495083,-2.2224367,0.38129973,-3.844446,-2.7938414,-5.4577746,2.5506117,-2.2097075,0.88950914,1.2151626,2.6663566,-1.4281148
5-Fluorouracil,Dinaciclib,LNCaP.Clone.FGC,urogenital_system,-1.333584443,0.8735277,-5.986759,-4.787854,-5.6181545,-7.4386935,-5.1824713,-0.46373063,-4.2971234,-2.7813442,4.5914226,-2.8304358,1.8696082,1.7398524,-2.4847722,0.16802868,-13.00219,0.9768695,5.3268914,-1.2119048,-8.59975,1.9431524,-0.8473672,-3.3535128,-1.518463,-4.922421
5-Fluorouracil,MK-5108,LNCaP.Clone.FGC,urogenital_system,-7.567966631,-5.420701,-15.307735,-5.619543,-6.469221,-3.2279847,-7.289197,-7.2002425,-8.459227,-3.3507247,-0.6232915,-9.324138,-11.199977,-9.0433,-11.028459,-2.8125155,-16.640802,-3.3120065,-8.671498,-8.369299,-0.015476827,-1.6950357,-2.9134872,-3.2136407,-7.6185865,-0.31158048
5-Fluorouracil,Deforolimus,LNCaP.Clone.FGC,urogenital_system,6.733954459,4.0019064,2.0574472,-3.582847,4.6034145,-3.0541391,-4.9244075,1.3312376,-7.259919,-2.9702446,6.7603593,-16.533848,-4.7488036,-5.239794,-3.738897,-18.484995,-10.858909,2.587471,6.3155794,-2.858852,2.2531743,-3.121548,-1.3502678,-11.118766,3.4129682,-1.166376
5-Fluorouracil,Vorinostat,LNCaP.Clone.FGC,urogenital_system,-0.613823736,1.9705743,-1.4116744,-5.2236066,0.11289765,-5.886052,-10.006308,1.6055375,-10.010025,-1.4874781,5.4898853,-9.516493,-0.7712565,0.23670456,-7.3591843,-9.557728,-14.274401,-2.8320932,3.2360213,-5.104672,-1.7558912,1.8209372,-0.20709786,-3.05177,3.6477098,-0.6001775
Veliparib,7-Ethyl-10-hydroxycamptothecin,LNCaP.Clone.FGC,urogenital_system,-40.56950915,-32.43208,-45.477737,-37.16157,-27.802214,-41.555244,-14.747518,-16.25494,-49.226036,-36.42748,-33.856056,-44.14683,-62.666748,-45.892166,-52.201084,-54.435635,-39.781853,-37.406895,-32.85868,-42.955406,-43.845505,-19.419271,-49.55933,-48.09669,-31.38269,-38.13778
Veliparib,Sorafenib,LNCaP.Clone.FGC,urogenital_system,-5.553070544,-16.229935,-20.191315,-18.427052,-27.612848,-15.157026,-11.383686,-26.134174,-15.313251,-16.548489,-18.095617,-11.941354,-25.197666,-15.144626,-14.852305,-12.111512,-26.047794,-10.471135,-14.601979,-22.976818,-18.083206,-26.88597,-16.552155,-13.786732,-25.324146,-20.059357
MK-1775,7-Ethyl-10-hydroxycamptothecin,LNCaP.Clone.FGC,urogenital_system,-1.278411035,-15.681655,-21.373253,-49.01935,-13.316233,-24.730404,-16.273022,-6.975392,-7.372018,0.33339956,3.1268132,-8.946285,-9.991905,-0.70354503,1.4791571,-1.3795308,-9.376227,-37.513943,-4.273094,-18.174603,-1.9815475,-12.328833,-10.869076,-11.182691,-10.837241,-16.669876
MK-1775,Sorafenib,LNCaP.Clone.FGC,urogenital_system,-4.839736078,-2.555659,-1.1037836,1.3361702,1.1568519,0.42802945,0.6001034,0.08565221,-5.9539356,-5.686703,-7.577432,-4.83181,-1.2905778,-4.636759,-2.582781,-3.1832972,-5.1280656,-3.521731,-6.690859,-4.443165,-2.921093,-0.66831625,-3.8506162,-0.40488023,-7.0679603,-0.88089365
915019-65-7,891494-63-6,LNCaP.Clone.FGC,urogenital_system,-65.00538402,-14.03818,-6.83189,-7.432538,-2.509055,-9.939235,-1.4751265,-8.291137,-5.063317,6.6807384,2.9243934,1.7308517,-1.315858,-7.3417935,1.0802804,-16.889805,-7.715588,-13.950054,-10.232209,-3.891202,-9.221683,-10.411694,-27.557228,-9.582551,-16.843962,-18.920885
Bortezomib,geldanamycin,LNCaP.Clone.FGC,urogenital_system,-3.329493292,0.59397405,-4.5199165,-3.3012764,-8.399236,-3.1197033,-7.257922,-2.3971248,-3.7532232,-2.708907,-4.5661206,-9.11139,-0.4607248,2.3455653,0.006042182,-0.07160662,-3.8335843,-6.0766006,-3.9995732,-1.3899237,-17.049349,-19.071495,1.3804325,-10.205661,-15.098304,-1.7691106
Bortezomib,Sorafenib,LNCaP.Clone.FGC,urogenital_system,-2.057405987,-3.817441,-1.877309,-4.392111,-4.9556556,-0.7942503,-4.9294624,-6.7983513,-7.9238853,-5.7365503,-3.7503147,-1.1895156,-6.8201733,-1.7211174,2.1560292,-4.838924,-6.5179105,-3.0566857,-4.893633,-4.79272,-11.678133,-8.783513,-3.1975963,-1.5885078,-9.323273,-5.062273
Carboplatinum,Veliparib,LNCaP.Clone.FGC,urogenital_system,-8.841767377,-15.2444,-3.4434686,-12.470045,-6.8350034,-10.533697,-13.859646,-15.877704,-2.8476086,-11.645943,-15.768519,-14.378918,-16.472652,-20.119942,-14.092498,-17.450117,-17.328176,4.053984,-9.408238,0.49838126,-25.971113,-18.648422,-6.9327154,-14.175474,-12.1792345,-11.362421
Carboplatinum,391210-10-9,LNCaP.Clone.FGC,urogenital_system,-10.2833746,4.882357,1.8161715,1.5937217,-2.2000425,1.1463742,-2.8302712,-3.479443,4.636155,0.4410407,-1.4556788,-4.0424476,-2.904904,-2.9668646,6.0866,-4.3808007,-3.1290305,-3.722322,-1.8066281,-3.377802,-6.1897097,1.7411962,0.64724916,0.25711083,3.4322546,-5.894434
cyclophosphamide,MK-1775,LNCaP.Clone.FGC,urogenital_system,-80.2770754,-62.083,-59.70947,-65.20777,-66.325905,-72.06197,-75.471176,-66.15214,-60.660286,-72.45879,-64.48476,-54.970337,-47.538094,-63.973103,-60.9171,-55.51936,-65.68088,-59.28473,-64.764305,-66.98147,-69.03427,-70.7052,-68.13601,-70.02132,-66.137276,-54.2935
cyclophosphamide,915019-65-7,LNCaP.Clone.FGC,urogenital_system,-26.59361577,-45.94822,-49.614765,-47.17229,-44.079155,-35.212944,-45.712017,-45.641964,-36.817863,-49.505352,-36.525764,-28.552633,-45.841034,-37.738705,-34.203236,-39.99183,-34.82168,-42.667744,-48.75259,-26.168415,-42.96902,-59.69931,-41.170856,-46.904636,-32.180767,-38.448303
cyclophosphamide,geldanamycin,LNCaP.Clone.FGC,urogenital_system,-25.78050999,-33.05716,-30.007408,-44.443676,-41.68964,-37.11501,-36.99432,-30.009819,-23.390463,-22.164606,-32.76208,-47.79423,-20.020433,-33.120842,-33.569344,-32.70347,-51.96262,-27.655762,-30.765732,-43.99423,-41.203033,-31.941374,-36.12854,-34.58412,-33.281593,-20.173151
cyclophosphamide,L-778123 free base,LNCaP.Clone.FGC,urogenital_system,-13.35465235,-26.564054,-22.20635,-30.923328,-17.62218,-16.784496,-30.985836,-28.177252,-18.77918,-10.492185,-25.884575,-31.908766,-22.41948,-24.657793,-25.836332,-28.959805,-21.161894,-28.331259,-33.255825,-21.985575,-22.076532,-41.575737,-25.051037,-18.50819,-24.698498,-23.90904
Dasatinib,Veliparib,LNCaP.Clone.FGC,urogenital_system,-8.58844584,-6.3255763,-4.1824975,-9.75314,-17.617392,0.7460626,-8.743122,-25.898056,4.648702,-8.510174,-7.625526,-5.1815815,-3.2717102,-17.976007,-6.8563433,-5.577034,-8.6911745,-3.3306499,-7.159605,-14.709785,-19.662043,-10.45316,-17.440512,-12.55815,-19.65596,-10.799344
dexamethasone,Veliparib,LNCaP.Clone.FGC,urogenital_system,1.643323987,0.54628193,-1.4952639,2.537299,2.6673934,3.6451502,2.93989,0.77307874,-7.4972773,1.159578,2.8917053,0.8514691,-2.6257915,-5.4729147,-11.663328,1.5627947,2.6931837,4.2635565,6.4019575,3.0735645,2.0735836,-0.50648296,3.8813984,1.9103882,0.016514743,3.0507607
dexamethasone,MK-1775,LNCaP.Clone.FGC,urogenital_system,-62.10849727,-53.068184,-59.965267,-57.651375,-61.70746,-63.196964,-64.445,-56.184914,-62.496292,-65.64522,-60.16645,-52.596077,-54.48007,-55.299942,-58.268276,-56.76943,-43.242847,-44.751133,-44.63319,-44.105457,-58.97506,-57.275364,-66.38741,-58.113075,-56.437237,-48.49651
dexamethasone,Bortezomib,LNCaP.Clone.FGC,urogenital_system,-45.61921279,-34.420273,-37.81535,-43.116863,-55.816677,-38.03311,-32.526222,-50.065243,-36.619938,-49.51755,-52.045433,-46.42671,-47.35003,-44.507027,-44.89735,-50.33908,-43.066036,-47.76942,-47.367996,-43.474564,-48.255024,-37.268456,-37.458286,-49.01608,-47.206547,-44.370113
dexamethasone,Dasatinib,LNCaP.Clone.FGC,urogenital_system,-19.74576172,-19.431982,-5.6170154,-18.88996,-17.363422,-9.368337,-18.690594,-27.095371,2.7699385,-19.703058,-17.518042,-11.84504,-4.521459,-18.215422,-6.83352,-9.912858,-11.034537,-25.926407,-11.33286,-15.520399,-22.203012,-14.073879,-16.931316,-16.616259,-12.244289,-17.815731
dexamethasone,Niraparib,LNCaP.Clone.FGC,urogenital_system,-24.80423199,-20.54032,-21.33759,-23.152979,-10.256898,-16.62008,-10.8386345,-16.000525,-15.933865,-15.309196,-19.020681,-21.703203,-39.118656,-25.370249,-22.496431,-14.69882,-24.160614,-14.066988,-15.731915,-14.510624,-24.139412,-23.483765,-22.139858,-20.730986,-13.722492,-19.617304
doxorubicin,MK-1775,LNCaP.Clone.FGC,urogenital_system,3.713657651,-3.0278647,-13.556955,-0.14978795,-6.133592,-4.537155,-14.516177,4.220585,2.3498168,2.6453848,3.856355,2.531322,1.7796576,2.1212616,1.537446,4.1578565,-5.043954,-3.5089033,-3.2336428,-10.483116,-2.4026716,-0.28669026,-2.4510214,-1.0886701,-24.785698,1.2024418
doxorubicin,Erlotinib,LNCaP.Clone.FGC,urogenital_system,-4.12790548,-10.683998,-2.6802146,3.472633,0.37125352,3.9240377,-6.2559834,-3.1195953,0.7685606,-0.97678787,-3.2711527,6.7600517,1.7635216,-1.9398081,-5.2116666,-1.5106384,-2.6978579,-2.0744562,-1.9983399,-4.981257,-2.1972885,-7.3253975,-2.5500686,6.3250184,0.4271865,5.055238
doxorubicin,Sunitinib,LNCaP.Clone.FGC,urogenital_system,-22.043813,0.024984095,-3.9267843,0.51035327,-13.39949,-3.3594599,-3.6734147,-2.6647255,-2.381105,0.12484973,-6.875175,-0.17670047,-3.870573,1.5635648,-0.9056206,-0.972676,-13.542315,1.7812104,-3.2991455,-6.5941205,-7.6953135,-2.3277588,-8.177272,-0.5947704,-5.657605,-4.727831
Erlotinib,915019-65-7,LNCaP.Clone.FGC,urogenital_system,3.496378484,3.421104,3.6727512,1.538437,7.9825315,6.3313947,1.9222274,6.274649,6.517083,3.4212112,3.6989384,7.6273947,6.2302666,1.5462166,6.9419007,0.81366897,5.4229255,6.557253,7.7655544,2.6891236,4.534828,7.5288196,3.5673454,8.301757,11.648901,12.825182
Erlotinib,geldanamycin,LNCaP.Clone.FGC,urogenital_system,0.506345199,1.269725,4.5394773,4.9350095,7.3646684,1.8680245,3.2687955,1.444829,4.548162,-1.9893647,-0.036128495,4.962378,5.3267083,0.90394,-1.7906147,5.3087964,-0.92967826,7.804733,3.024926,1.3053637,0.5086187,9.143695,5.9661775,3.0959826,7.348027,1.8547441
etoposide,geldanamycin,LNCaP.Clone.FGC,urogenital_system,10.63540625,7.8597007,5.09975,5.6385684,3.9105961,1.8529121,7.4169917,2.262853,3.9940557,8.031698,5.3586254,3.728209,8.322264,3.688777,4.5848265,8.16553,-3.8395324,3.431715,5.5723896,0.77635515,5.929706,1.8390443,7.3254237,-0.40068868,7.990092,2.1712344
etoposide,Niraparib,LNCaP.Clone.FGC,urogenital_system,-3.592872932,-4.156848,-9.848257,-3.8553069,-4.514942,0.30353424,-6.109185,-1.2977892,-5.801693,2.6685145,-0.023867909,-1.1437078,7.837599,-1.872818,1.0572926,5.2141876,-2.8122962,1.9550093,-5.1530404,-0.99755377,2.4532812,6.2325306,1.3805244,-9.083559,-1.059718,-1.9665596
geldanamycin,915019-65-7,LNCaP.Clone.FGC,urogenital_system,8.923483791,14.358956,10.358489,10.6935,12.66926,12.814582,17.363918,10.1330595,9.83027,9.558184,12.176506,6.7535715,9.006177,13.001401,7.335106,11.315554,2.0980005,12.441724,9.191182,11.073764,7.7325945,10.705045,13.164201,6.4329777,13.946163,12.238136
gemcitabine,915019-65-7,LNCaP.Clone.FGC,urogenital_system,6.775500739,-24.914087,-21.127153,-25.823977,-4.296455,-13.944485,-15.950377,-15.8437,-25.20766,-16.793125,-11.80947,-10.998537,-16.185625,-17.9749,-19.424534,-15.679444,-12.23026,-24.555399,-6.7221694,-5.3927755,-21.058582,-40.76986,-16.775621,-9.075076,-26.338385,-37.432003
gemcitabine,Dinaciclib,LNCaP.Clone.FGC,urogenital_system,-4.870828475,-42.067356,-40.164524,-42.406693,-27.123022,-19.88939,-22.61431,-23.00701,-23.329914,-13.164805,-27.12201,-23.77452,-32.11842,-36.005135,-22.439735,-9.680641,-22.398983,-23.55896,-49.163963,-23.563625,-35.861485,-26.200338,-41.41059,-15.437436,-34.660175,-38.78356
gemcitabine,Lapatinib,LNCaP.Clone.FGC,urogenital_system,-7.87155514,-12.146395,-18.299208,-10.081104,-21.654655,-14.808488,-1.5461491,-9.866729,-12.550518,-12.374137,-11.976209,-16.271824,-19.5102,-18.771189,-9.68987,-9.941224,-11.601484,-37.650757,-23.600344,-12.540908,-13.676319,-13.554102,-16.18844,-4.8938985,-20.796331,-16.393475
gemcitabine,MK-5108,LNCaP.Clone.FGC,urogenital_system,-53.57589147,-47.559013,-46.822422,-40.26958,-31.825476,-18.027689,-13.799679,-58.514214,-30.596859,-41.250763,-58.034306,-20.651873,-43.14012,-50.74975,-43.9497,-17.365225,-24.772654,-34.876163,-63.868973,-39.54639,-50.138546,-45.094833,-35.195415,-8.538024,-32.179256,-26.850323
gemcitabine,Sunitinib,LNCaP.Clone.FGC,urogenital_system,-14.11291082,-33.10171,-27.348185,-20.09507,-25.493595,-15.755441,-9.70767,-5.460256,-14.738647,-11.795823,-30.855888,-15.935676,-37.802025,-36.196465,-17.538214,-19.377377,-19.49163,-13.08771,-28.765615,-18.183458,-17.76496,-15.549729,-19.686941,-15.228726,-18.90419,-24.884047
L-778123 free base,MK-1775,LNCaP.Clone.FGC,urogenital_system,0.011418285,5.659807,5.511967,2.215546,-2.306696,3.3169186,2.238856,-2.515737,3.2187395,-10.949721,-5.9061475,3.8770146,2.981923,1.4749689,-5.588263,0.5728672,0.23891285,3.0815115,2.1167803,1.9340141,1.9553517,6.482417,2.961925,0.84179306,0.43060052,0.6821681
L-778123 free base,915019-65-7,LNCaP.Clone.FGC,urogenital_system,9.037572889,10.258849,8.64054,7.8710265,5.5961246,11.642494,9.398811,12.3714905,8.888413,9.78761,14.92389,11.765829,7.9363422,11.298942,16.441008,14.913668,9.439403,14.586018,10.366941,9.581564,9.138351,9.821867,14.189771,10.965068,19.100912,9.915115
L-778123 free base,Niraparib,LNCaP.Clone.FGC,urogenital_system,-36.96317548,-11.26309,-10.492018,-8.63505,-14.804041,-12.6173315,-12.122132,-9.927118,-7.706219,-4.3573937,-6.324304,2.650302,-0.7643117,-2.1329277,-5.937626,-0.43950874,-16.30658,-9.135767,-11.560501,-3.069817,-10.224157,-10.552612,-6.569579,-4.212647,-5.8073583,-13.864363
L-778123 free base,Deforolimus,LNCaP.Clone.FGC,urogenital_system,19.21744391,11.0277405,7.233765,9.618392,9.7985735,6.614956,8.060072,5.5072403,11.135614,10.500783,4.981364,-5.4834995,8.509038,6.883227,1.3785796,11.135984,7.101628,14.663615,8.598064,8.337167,11.636137,9.521018,9.972949,11.995662,9.872715,10.819875
L-778123 free base,391210-10-9,LNCaP.Clone.FGC,urogenital_system,-1.429591028,0.3851245,-1.5218977,3.445126,5.567774,5.9294953,-0.24742955,3.1037333,-0.09224049,1.3937219,10.718813,5.5123525,6.3306713,8.471633,11.465294,0.77463555,-8.835135,3.2344418,-0.7181478,5.2190404,9.123192,11.250296,2.2749586,7.793032,4.324564,3.8102016
L-778123 free base,Sunitinib,LNCaP.Clone.FGC,urogenital_system,3.252558953,1.4931865,2.6149046,-5.549675,-0.33644745,3.0242808,0.8198154,-3.8114111,-1.227856,-14.994776,-1.1781162,5.8551135,-2.3304157,-7.731018,6.479725,2.7137606,-2.710206,-2.5869026,-4.401107,-3.4448726,-11.231451,-3.5439985,1.2705669,-1.1873333,-1.8864917,-3.485094
L-778123 free base,temozolomide,LNCaP.Clone.FGC,urogenital_system,-26.36990749,-20.713682,-26.356691,-27.358963,-28.36669,-16.6599,-25.851847,-26.35063,-22.911913,-11.898241,-16.7585,-20.525974,-16.404173,-22.00136,-33.099102,-29.336506,-23.421383,-15.206974,-35.684986,-22.386513,-26.893646,-31.837513,-13.149119,-27.988213,-22.969694,-7.2457023
Lapatinib,Niraparib,LNCaP.Clone.FGC,urogenital_system,-12.26086144,-0.38162872,2.0965343,-3.0478466,-0.8602816,1.2479169,-6.169012,1.2432417,0.9948347,1.0348747,5.656132,-0.32178918,-6.1430273,1.8886569,4.8349037,-5.358141,0.52659655,-7.994746,-3.1566036,-2.4469535,-1.953831,-0.40289152,1.1950821,0.085299514,6.466069,-6.803336
Lapatinib,Deforolimus,LNCaP.Clone.FGC,urogenital_system,-2.510115686,0.86385494,1.6140363,4.6211505,-2.2154708,-1.1553966,6.7226615,-0.54461104,7.259489,1.893632,2.0515907,3.2524743,-0.26585963,-4.358197,-1.4388257,2.5793965,4.4762816,4.2168355,2.203529,2.9067519,0.7536911,3.9843538,-1.2825497,3.045399,2.8641553,-1.5220538
Lapatinib,Sorafenib,LNCaP.Clone.FGC,urogenital_system,-1.739739715,2.8837144,1.2133591,2.4325924,1.9888906,1.4227449,-1.0339271,-0.1518032,3.4926882,1.8877801,-0.21443427,-0.15606987,2.6788294,4.041076,4.0071654,-5.5754848,1.7771847,4.4844093,-0.6697045,1.5394089,6.6566033,-1.6081938,2.0050726,5.930282,-2.4723494,-0.07166839
metformin,Bortezomib,LNCaP.Clone.FGC,urogenital_system,-6.260637295,-28.1683,-27.408619,-22.494606,-25.512974,-22.050653,-24.185644,-21.556953,-15.367999,-21.899921,-31.9887,-26.392843,-31.108084,-33.45926,-24.346596,-24.382008,-39.706913,-12.4377985,-32.263943,-27.380156,-31.249119,-32.119804,-19.654406,-20.694908,-32.290703,-30.944351
metformin,Lapatinib,LNCaP.Clone.FGC,urogenital_system,-4.234519194,-12.566435,-3.955041,-10.849735,-3.981114,-11.404778,-10.928572,-9.424876,-13.606343,-10.899561,-25.58986,-16.58911,-9.677834,-7.2242146,-21.78351,-10.768893,-19.21935,-18.652428,-18.37109,-12.491474,1.1840425,-18.237644,-15.93796,-1.9048618,-11.471332,-9.310492
methotrexate,Erlotinib,LNCaP.Clone.FGC,urogenital_system,1.389650855,-7.114532,-6.8375206,-1.9901203,-9.115935,-7.1653047,-4.548562,-6.7242575,-2.6757007,-3.704817,-10.099232,-3.257643,-6.5102353,-2.4578683,-3.918535,-11.906801,-3.9736578,-8.243439,-9.083963,-6.0091605,-8.689296,-4.2583613,-2.848858,-12.313751,-0.3997671,-8.150329
methotrexate,Niraparib,LNCaP.Clone.FGC,urogenital_system,-15.33088846,-8.801254,-3.2767603,-12.260953,-9.407889,-9.025492,-12.048377,-7.9170156,-13.119973,-9.503458,-16.092033,-12.3923235,-14.97644,-11.462337,-15.45738,-12.1374,-6.4158087,-7.975354,-20.880053,-13.896127,-10.482305,-10.89863,-14.811448,-11.861441,-15.003356,-24.108118
methotrexate,MK-5108,LNCaP.Clone.FGC,urogenital_system,-16.77954679,-12.493006,-21.911335,-15.658303,-10.497248,-13.604259,-10.759135,-17.710667,-19.069298,-13.061,-11.170282,-10.94141,-11.490127,-16.209091,-21.5278,-11.641081,-19.834003,-10.307018,-5.4011326,-22.532719,-2.7024536,-14.15174,-9.294689,-15.307016,-9.476002,-11.608136
mitomycin C,Dasatinib,LNCaP.Clone.FGC,urogenital_system,-5.393234782,-5.3448644,-5.715353,1.0326314,1.8787689,-3.6456153,-0.6799375,-7.2560425,-3.2611902,-5.4895477,-8.958164,-5.9916234,-3.9677067,-6.353741,-8.875095,-7.8187833,-2.5827706,-4.6630454,-5.891341,-0.92343545,-5.901635,-4.5019393,-3.9784489,1.9529451,-2.5888216,-6.998442
mitomycin C,Lapatinib,LNCaP.Clone.FGC,urogenital_system,-11.95730454,-9.087408,-7.587857,-3.7197332,1.907547,-12.222428,2.7192848,-4.0450783,-4.706177,-5.2086987,-11.7087555,-0.17889696,-4.307389,-6.6223564,-8.429774,-13.00486,-6.005785,-4.2667046,-8.220487,-0.1975052,0.9035478,-11.861093,-7.43003,1.6332781,-5.3167367,-6.5456553
