Drug1,Drug2,Cell_Line,Tissue,Synergy,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5
Erlotinib,391210-10-9,VCaP,urogenital_system,-0.168402105,3.7509108,2.8354952,0.56865543,1.604825,2.032288,1.2788248,2.553247,4.473907,4.1614504,8.378781,1.3308933,0.823263,2.5698128,6.369533,5.964186,1.7733793,-0.25249824,-1.3072572,-0.24506737,-1.8072171,-2.3426397,5.9324555,3.3556216,0.8163084,1.3340685
Erlotinib,Sorafenib,VCaP,urogenital_system,7.190050318,1.2330172,3.3846853,2.564795,-1.5786716,0.75687134,-1.7129407,2.2854934,2.9806004,2.601057,2.8318164,5.340129,1.9178853,0.8816449,7.0176034,-1.5093558,2.0588198,3.5609195,0.19375235,0.7133356,2.9635742,2.2469232,0.6281903,2.1302323,5.405458,1.8516812
etoposide,Bortezomib,VCaP,urogenital_system,-3.594472551,0.11256148,-3.263373,-3.439023,2.003363,-0.32024622,-2.4196758,-2.2715406,1.7879392,-4.692136,-1.0651395,-5.4907155,-1.7177056,-1.463599,-0.5393676,-0.21533418,-8.354204,-0.5821956,-2.3311932,-3.2361345,-1.3092861,-2.6262765,-2.5713482,3.0554986,-2.4808211,-5.455465
etoposide,Lapatinib,VCaP,urogenital_system,1.138872272,0.28573257,1.7550402,-7.3573337,1.6520169,-3.711516,4.205092,5.863931,3.1207383,2.200164,3.5175307,1.5965964,3.9250565,2.5842214,3.6244907,6.7581277,-5.1949325,1.767389,2.0914352,-0.36799118,-0.44764292,-1.4975128,4.894637,-0.68375534,2.827536,-1.260098
etoposide,391210-10-9,VCaP,urogenital_system,2.348723348,0.35625663,0.41520557,-3.712317,2.131586,1.2063526,4.5443935,0.6940358,0.6168399,0.77720606,-6.7770457,-1.5221286,1.887845,0.29098526,-1.1814241,2.0428424,-5.6729116,0.00030192,1.0169636,-0.25370085,3.0675917,0.30223092,0.65948504,3.1875415,0.98841476,-2.1847653
geldanamycin,Dinaciclib,VCaP,urogenital_system,-12.19584993,-5.069698,-2.6702032,-5.0321856,-8.257023,-4.835691,-6.352807,-7.664081,-10.725211,-5.3048315,-4.026899,-11.279994,-7.36947,-5.3224072,-5.105926,-4.9491305,-6.784866,-7.8424535,-4.0069118,-8.133653,-8.978713,-8.099126,-6.559482,-2.708377,-3.849744,-7.8864565
geldanamycin,891494-63-6,VCaP,urogenital_system,6.912836859,1.7025714,3.02093,2.5486553,4.4251995,1.1386855,-1.7278945,-2.943622,2.1705594,0.13780443,0.6400905,-0.33665302,2.6555376,0.6829685,0.9457104,-1.5545206,-1.174927,-0.100925975,-3.3940752,6.0971665,2.051967,2.6073704,2.4556355,1.2523096,1.7914116,-3.637208
geldanamycin,Eloxatin (TN),VCaP,urogenital_system,0.826294271,-3.2389007,-4.78707,1.0787593,2.800817,-6.941805,0.9616588,-1.4186075,-2.75223,-6.8690443,0.33822373,-0.29718384,-4.3718424,0.41204378,-3.936922,-1.9792839,-0.9709131,-4.2182655,-0.53659415,-5.8900094,-6.3924985,3.672314,-0.32633832,-0.36258084,-3.3508484,-5.086818
gemcitabine,Bortezomib,VCaP,urogenital_system,-1.918662025,-2.9262373,-3.448821,-6.539124,0.86520916,-5.6755495,-3.7191474,-2.726191,-4.511075,-3.2863712,-3.7766457,-26.304169,-7.2697215,-2.3064904,0.09560216,-10.605399,-7.380608,-1.8297749,0.87285984,-4.0332937,-2.7269385,-9.671504,-9.438604,-3.2511642,-12.989778,-5.4436855
gemcitabine,geldanamycin,VCaP,urogenital_system,0.587747058,-5.931566,0.06852887,-2.268887,-1.9070053,-3.8936899,-0.6570979,-2.454359,-5.5991673,-1.035373,0.27842462,-1.3464922,-2.6690276,0.15057775,-4.18041,-2.590467,-0.18533435,0.81250787,1.1952598,-1.3600873,-0.61761653,-4.5287585,-6.3550525,-1.928016,-2.7873452,-1.6281655
gemcitabine,391210-10-9,VCaP,urogenital_system,-3.048749753,-1.3513122,-0.23796773,-2.363512,-6.0609984,-6.050735,2.988728,-4.963048,-0.64086205,5.120987,-0.5076145,-5.9625387,-0.39070797,1.0704731,0.10006874,-3.7405396,-0.3972164,3.514002,6.5676823,1.861945,1.2665555,2.163594,0.5450249,1.8516363,2.42298,-4.30704
L-778123 free base,Bortezomib,VCaP,urogenital_system,-3.030328903,-0.7256035,-2.828275,-2.135016,5.3840313,3.6640103,-2.0370944,2.8352406,1.4289149,-16.784342,3.7370393,-3.9769087,-0.7836724,-6.0733,-1.0890181,-1.7489377,-5.1275954,1.9707488,-2.8260653,-5.201332,-2.5143385,-3.1672137,3.8346136,3.465911,1.4399582,-1.0401185
L-778123 free base,MK-5108,VCaP,urogenital_system,-10.41872936,6.497683,-1.8593525,-4.184491,-2.717541,-0.2189574,-0.9113626,2.884837,-4.2163568,1.2367607,3.3466194,1.2929674,-5.805733,3.3236983,3.8901546,7.4204793,5.935736,3.073899,5.1361074,-2.791814,0.2549891,1.1301805,-1.2662804,-7.589589,6.2786264,4.3883862
L-778123 free base,Eloxatin (TN),VCaP,urogenital_system,5.023927688,-4.058283,1.6319202,-0.4797552,-3.0787406,-2.247711,2.7892807,2.6150005,-3.4428089,-5.952476,0.75386983,3.599462,-3.2062595,-7.3079295,-3.69338,-0.16292958,-1.6144366,-2.0972145,-0.7775737,-2.4987826,-4.967592,3.3516686,-8.280098,6.4538755,0.6297647,-0.61666316
Lapatinib,915019-65-7,VCaP,urogenital_system,-2.375370428,-1.1855217,1.5324042,-1.048591,-3.7384136,-2.0511305,-0.9831038,-0.58286756,-1.2413263,-0.5099381,1.2565055,-5.3871145,2.5254161,1.7445612,-0.99781185,-1.397963,-0.31058213,0.7580961,-1.5527966,2.4951355,2.984584,1.5525315,-0.38947746,0.28792655,-0.4632852,0.9257587
Lapatinib,Bortezomib,VCaP,urogenital_system,-19.67499676,-4.657889,-9.730235,-6.972411,-4.3279862,-7.003922,-5.5801353,-6.2627077,-3.7306073,-11.062887,-4.702891,-7.501044,-9.963456,-8.511444,-8.404569,-9.2012415,-9.259773,-12.022497,-4.584169,-10.2543125,-3.3863454,-6.996889,-4.1813,-5.83434,-5.9175267,-5.4823265
Lapatinib,Eloxatin (TN),VCaP,urogenital_system,-3.890272828,-2.831879,0.92315084,-2.3150852,-5.209718,-1.3162587,0.28967932,-0.41219103,-2.8414357,-2.758107,-0.84105617,0.6907553,-1.1655238,-2.3183222,-5.7651715,-2.570061,2.6211379,-4.4535484,-1.7236091,-3.451148,-7.272315,-3.3426583,2.754306,-2.3308775,-0.87426174,-0.18205288
Lapatinib,391210-10-9,VCaP,urogenital_system,3.363135956,0.627762,2.9223437,-1.8281122,4.4761424,3.3264074,2.7305293,-3.3746872,1.9696898,2.3347824,3.9906251,3.9198217,3.725377,0.20461434,-7.2015243,1.0742905,1.1489716,0.270427,0.94019896,0.13532224,-2.1010275,-0.58964604,-1.5131651,0.9145571,0.0979997,4.542698
metformin,Dasatinib,VCaP,urogenital_system,0.046018285,-28.847624,-13.205112,-12.263765,-11.924586,-8.311543,-20.832747,-11.057594,-5.088324,0.6894547,-54.56973,-26.289053,-8.81669,-6.156499,-11.091533,-11.381476,-22.719007,-17.347986,-3.9725685,-30.335634,-22.704662,-29.604103,-19.81405,-27.103413,-5.980354,-8.283432
metformin,Erlotinib,VCaP,urogenital_system,-12.2082084,-21.935373,-17.763031,-20.254705,-31.581419,-13.879766,-27.641321,-12.070549,-27.431774,-8.164985,-36.6431,-47.31893,-22.227655,-30.705055,-26.8832,-49.33379,-30.091032,-29.83909,-12.679891,-36.305855,-13.62289,-17.99922,-39.813858,-25.323666,-17.646502,-36.587463
metformin,Niraparib,VCaP,urogenital_system,-22.81468105,-17.69799,-16.783428,-22.384304,-16.960907,-12.395724,-10.756336,-21.206907,-10.941261,-19.61847,-18.014925,-15.244047,-17.335531,-28.711077,-13.803342,-10.701844,-10.849674,-25.64849,-18.30197,-16.8768,-19.69531,-14.6965685,-8.113116,-17.073126,-7.5306115,-18.479935
metformin,Deforolimus,VCaP,urogenital_system,-6.154185748,-15.150342,-5.4540052,-9.400907,-13.827266,-10.996656,-8.254584,-14.391819,-19.869465,1.6225973,-11.989417,-8.437865,-11.479256,-3.5205219,-18.477114,-25.039518,-9.973854,-27.093384,-24.739763,0.53447676,-13.966972,-18.429228,-18.651766,-4.0834227,-31.32917,-13.212117
metformin,Sunitinib,VCaP,urogenital_system,-17.69060969,-30.893503,-23.673046,-30.695522,-25.67011,-33.05472,-24.21214,-20.846245,-49.842823,-16.034542,-44.175247,-60.547768,-37.987984,-48.975418,-37.219814,-68.0375,-53.83288,-48.687363,-32.24916,-44.909195,-28.135971,-36.481724,-34.87054,-56.24568,-29.239332,-52.670406
methotrexate,Dinaciclib,VCaP,urogenital_system,-14.61917251,-10.20795,-10.696569,-12.427251,-10.364849,-13.285451,-12.649127,-12.452491,-15.761993,-14.350051,-10.801232,-14.019951,-12.498003,-14.962381,-17.432928,-13.656504,-14.149957,-13.288895,-14.757382,-14.428046,-10.014146,-13.225216,-13.911421,-13.797316,-8.198923,-14.248473
methotrexate,Deforolimus,VCaP,urogenital_system,-10.51536728,-2.4628844,-9.380734,-5.011642,-5.1847663,-8.121272,-2.9729023,-8.835418,-7.5808477,-4.994882,-7.0587583,-4.9463434,-3.505277,-7.061421,-2.5690904,-4.591907,0.8347739,-5.70702,-11.653506,-6.4648046,-6.337962,-2.4327168,-7.3603473,-3.0745244,-0.036394738,-1.335597
mitomycin C,MK-2206,VCaP,urogenital_system,7.770948984,7.2790575,4.202109,6.989456,5.001479,5.394787,2.6720147,5.09178,2.0715945,5.1234703,9.049183,3.4512308,1.1127155,-1.9769734,3.5994267,-0.18644679,0.20244989,7.7348566,6.941245,4.7625046,6.2733593,-0.1747791,10.311059,3.2837303,3.9811394,4.719432
mitomycin C,MK-5108,VCaP,urogenital_system,-0.207756331,0.60093194,-1.3478837,-6.6803913,-7.418127,-5.790442,-5.855963,-1.2816216,-7.1137743,4.230176,2.5710242,-9.056833,-4.697037,-1.7214597,-3.3175473,-5.9721994,-6.226586,0.120564826,-5.3430753,-7.4858575,-4.3360267,-5.433465,0.30042434,-0.9244085,-5.4152656,-4.422001
mitomycin C,Sunitinib,VCaP,urogenital_system,2.113413048,-4.6919913,-3.714192,-8.201669,-8.665265,-12.20775,-10.336613,0.6550866,-13.892073,-1.8966315,-12.127862,-16.853443,-7.780553,-2.6380138,-14.262658,1.0883652,-4.340263,-3.3006213,-7.132442,-3.6732278,-4.505802,-5.455692,-13.780955,-11.3966,-17.998478,-8.248892
MK-2206,Dasatinib,VCaP,urogenital_system,-5.400060259,2.700699,5.6169133,3.0635629,-1.8483014,1.4546599,1.2867832,0.18360141,5.075501,0.31332225,3.7116694,5.5154285,2.6840165,3.1597054,-1.0223366,5.215249,3.5805683,4.406642,4.5756426,6.1079016,-0.8865865,2.862706,5.0209656,2.9904852,7.5831866,4.3015175
MK-2206,Eloxatin (TN),VCaP,urogenital_system,-6.605386673,1.7432666,-2.8164713,1.0636578,4.9273806,-4.3481464,0.23880945,-3.7077227,2.3589964,-0.037198935,2.7843144,3.5713449,-6.5872793,-8.278711,-4.2133155,0.25984678,2.3683264,0.79976827,-3.2505484,-8.213599,3.5957844,1.0264928,8.920236,0.16371024,1.367902,0.65256804
MK-2206,7-Ethyl-10-hydroxycamptothecin,VCaP,urogenital_system,9.636862132,6.403997,7.628178,7.5887027,6.92734,11.830248,7.7787867,7.4228954,5.3226404,8.137247,1.5501242,12.138558,9.264098,6.1956434,4.7616863,1.2421821,6.280095,8.441758,9.223803,10.128026,8.247172,7.8114815,9.857156,6.0087953,6.419392,5.0750327
MK-2206,topotecan,VCaP,urogenital_system,9.912397393,2.2561917,4.040373,7.5563397,4.8317504,9.684854,5.154789,8.215952,4.9228945,5.300336,5.679026,8.189758,8.751765,3.5766356,4.880916,1.860604,7.056105,7.8317556,7.6240335,10.804756,3.4024854,6.670295,8.983731,4.3538985,3.4951992,4.305508
Niraparib,Veliparib,VCaP,urogenital_system,-14.12037747,-4.5700493,-5.2017565,-6.788805,-8.166463,-4.3324013,-11.881154,-8.798021,-8.494374,-5.0781574,-5.337936,-9.1167755,0.8356859,-6.4888887,-6.6796427,-14.053519,-9.133159,-15.053788,-11.6223,-8.685142,-7.4679894,-6.3872266,-6.2865286,-3.5706205,-7.5705667,-5.4020514
Niraparib,MK-2206,VCaP,urogenital_system,1.486393452,3.5945442,2.2571843,8.207499,3.1991835,4.6118145,-1.3193957,3.7798333,2.7175076,-0.73095316,-0.91502136,1.665736,-1.3591492,2.4964435,-8.912778,0.59072196,7.3737354,3.3144898,3.59334,2.7308908,4.0283284,2.6867766,0.91980135,-0.05558291,0.06463624,3.023209
MK-5108,Veliparib,VCaP,urogenital_system,-46.55963899,-57.70604,-40.838478,-33.309223,-50.566032,-30.871683,-18.661879,-61.177055,-44.65639,-29.769226,-48.10273,-54.894604,-21.570408,-33.085674,-36.639107,-36.163807,-27.631584,-28.359417,-49.144577,-32.805943,-34.361115,-43.780678,-38.825584,-30.891018,-56.402317,-60.53354
MK-5108,Bortezomib,VCaP,urogenital_system,-4.322307476,-4.9710817,-4.3654146,-8.79432,-5.7296495,-7.375661,-9.246439,-7.9338007,-2.7960074,-6.684677,-4.822233,-3.7813356,-7.0502014,-6.664302,-7.7250276,-8.98422,-9.537762,-6.8141556,-5.0195613,-8.981388,-8.143999,-6.6599545,-4.9510584,-6.4912925,-6.135613,-0.69616
MK-5108,891494-63-6,VCaP,urogenital_system,-4.682317598,-5.613598,-1.3237404,-9.790694,-6.667745,-2.8417602,-3.0675457,-4.85972,-3.5559378,-1.7288569,-4.468757,-0.5614426,0.8854499,2.3313105,-5.5723114,-1.2200395,0.383583,0.69069946,-0.24974203,1.9227006,2.222039,-0.4007971,-3.5371006,-3.5239344,-0.8263149,-5.9865766
Deforolimus,915019-65-7,VCaP,urogenital_system,17.9800186,8.398041,12.439564,11.254434,10.362334,9.883287,10.631865,11.280357,7.945469,11.613997,8.008591,7.733313,9.198112,10.465347,8.290662,8.442939,8.065813,9.116461,9.353532,9.966468,9.540139,7.6092787,10.293805,10.796567,11.017281,7.465303
Eloxatin (TN),Sorafenib,VCaP,urogenital_system,-3.956477595,-12.051238,-4.492139,-11.734204,-7.7064023,-9.804724,-13.75257,-7.357042,-2.9210875,-15.549255,-8.919149,-4.3544436,-3.5824628,-11.364143,-13.981819,-5.9382386,-6.9027596,-12.150333,-11.498445,-6.367787,-4.36842,-0.008319115,-11.616026,-14.016149,-13.569542,-3.1027687
paclitaxel,MK-1775,VCaP,urogenital_system,1.95222454,-3.0822988,0.19616064,-0.64499,-3.0773585,-6.1436434,-5.195255,1.602767,-1.7285955,1.8293992,2.9519305,-2.6278257,-8.896681,-1.4564939,1.4092345,-0.002180558,-2.6975112,-6.904552,-2.2682703,0.21532816,5.233289,1.2503759,-2.4707894,-1.4314688,2.1527452,-1.3924642
paclitaxel,915019-65-7,VCaP,urogenital_system,-6.463053964,-1.2604288,8.044305,2.9982858,1.079367,0.63963896,2.3421748,4.9659743,3.4027965,3.4701395,2.3419077,1.505273,-2.001852,2.1272562,2.8116944,4.066602,1.4335335,0.58018434,-1.4491538,1.4224217,-0.14906341,4.091618,-0.7457792,3.5039008,4.598861,2.0335484
paclitaxel,Dinaciclib,VCaP,urogenital_system,-0.718987456,-6.681862,-2.4210513,-5.6625752,-4.205243,-10.681581,-6.448315,-3.3328671,-7.3076825,-4.6320195,-6.885511,-7.636308,-6.70653,-4.3345,-4.4414887,-9.466797,-3.843549,-5.889575,-7.5569506,-2.621398,-0.6079988,-5.58949,-4.0749965,-3.7947156,-1.9415206,-3.3176823
paclitaxel,Lapatinib,VCaP,urogenital_system,-19.16937928,-10.844838,-6.6654806,-8.969051,-2.1673203,-2.6242046,-1.9868265,-5.810061,-3.5726373,-7.27591,-9.4575615,-9.31895,-3.7602775,-6.749579,-8.734418,-9.402484,-7.1390066,-10.150177,-6.105928,-9.773856,-6.817026,-5.6934366,-6.6895714,-7.5543413,-4.121277,-9.1321335
paclitaxel,Deforolimus,VCaP,urogenital_system,-3.52927269,-0.42791098,2.338534,1.750079,1.7370405,0.92099845,3.9589987,0.08014471,-0.1019668,1.4516681,-3.2107687,-2.7817283,2.3478396,2.0418296,5.2320304,1.1210443,-0.057798833,-1.3405604,-0.50142235,-0.4018812,1.120129,1.4795227,-1.73887,2.9642875,2.9266777,-3.8138041
paclitaxel,891494-63-6,VCaP,urogenital_system,-4.115391603,-2.6316817,-2.3484085,-0.03851297,-9.548233,-3.1443374,-0.13216294,-4.576711,-3.9673254,-5.8669877,-4.075257,0.014017408,-6.2256627,-7.1348834,-1.807273,-1.5781529,-0.332681,-6.7748117,-5.908404,-3.79168,-1.1552769,2.7771592,-1.112262,0.25641465,-0.83493316,-13.47824
paclitaxel,391210-10-9,VCaP,urogenital_system,-32.88946719,-7.211071,-7.437881,-7.3538036,-6.6294065,-6.1596355,0.08911587,-7.77427,-7.137134,-5.401331,-8.945694,-3.737186,-4.7079353,-7.390827,-8.157697,-6.2816076,-7.83329,-10.075321,-7.936108,-8.408654,-4.605033,-3.50213,-6.003101,-0.007384151,-5.1664395,-6.798052
paclitaxel,temozolomide,VCaP,urogenital_system,-53.0830818,-46.031292,-57.853775,-54.50906,-47.59781,-42.53673,-40.770985,-47.147644,-55.09137,-43.50587,-52.55916,-37.140465,-50.58743,-24.334967,-65.27491,-42.83388,-51.051865,-58.016563,-37.486763,-47.12212,-53.470722,-57.666836,-48.994675,-43.180477,-43.350243,-32.83056
paclitaxel,Vorinostat,VCaP,urogenital_system,3.271000497,-1.0720136,4.597436,1.9526186,2.1397173,1.5648308,1.4071705,4.5990133,3.4900548,3.0520139,2.8486342,-1.3650132,1.3087696,3.6789083,3.8422801,-0.34186843,0.80622065,-1.4103712,3.485721,3.135491,3.2973955,1.4069602,4.672346,-0.2597211,4.6791835,0.44702908
391210-10-9,Veliparib,VCaP,urogenital_system,-5.125273149,-19.1397,-5.2443633,-5.29745,-2.4723196,-3.7711508,-10.171978,-5.044218,-17.881035,-6.521069,-7.080682,-17.768686,-3.4423883,-2.3781848,-9.876071,-15.582308,-5.6395783,-12.302694,-9.094189,-12.925332,-1.3395565,-18.20939,-27.216002,-13.697106,-0.37125945,-9.796244
391210-10-9,geldanamycin,VCaP,urogenital_system,2.30498569,-2.8831775,-1.4269319,-4.276535,-6.9976954,-4.088014,-1.3443689,-7.2251177,-6.8613977,-2.929511,-5.4362764,-0.35499376,-3.4196608,-4.735419,-7.6063156,-2.5792756,-5.2851453,-4.400284,-4.530092,-6.8442407,-2.883926,-2.0917351,-1.116325,-0.6804756,-1.9219394,-4.987976
391210-10-9,7-Ethyl-10-hydroxycamptothecin,VCaP,urogenital_system,1.543275552,5.1970935,6.8385754,1.3571262,2.9267824,2.235395,1.49375,3.627708,0.3440002,0.011833187,4.7189174,5.966444,3.828935,0.47798777,2.1887963,0.15476736,1.594085,0.32480612,2.3765333,-0.056754142,2.2050474,5.8242135,0.5576555,2.256167,5.8611755,1.7354887
7-Ethyl-10-hydroxycamptothecin,891494-63-6,VCaP,urogenital_system,4.487951062,4.7577577,11.983918,4.222922,8.393211,9.294388,8.631279,3.3322904,8.999927,3.619331,3.347043,7.7302413,6.502181,5.932013,3.292033,7.156416,3.40238,10.816708,8.324046,7.710074,8.3974,6.361448,3.1516538,1.1283809,13.8702135,7.7732296
Sunitinib,915019-65-7,VCaP,urogenital_system,12.88267176,6.617914,7.15898,6.506549,9.774004,4.005495,4.3113403,0.12897298,2.150106,7.0524793,8.623244,0.49386558,5.532231,6.5304294,0.083109714,4.415457,2.8779955,6.9176035,6.5361238,5.3847594,5.883329,7.6368384,7.0731997,6.513421,4.448979,3.3333879
temozolomide,Bortezomib,VCaP,urogenital_system,-49.65688546,-55.417465,-59.341797,-45.65344,-54.98066,-48.117985,-60.6804,-57.26921,-59.76517,-49.799606,-57.183353,-48.42371,-49.492188,-49.8879,-43.463615,-48.868225,-56.565197,-46.904266,-51.945953,-47.27867,-54.15897,-43.47417,-65.43992,-41.74631,-46.509876,-49.427303
temozolomide,Dinaciclib,VCaP,urogenital_system,-62.83660554,-59.369045,-64.570076,-50.815674,-46.564342,-46.770233,-52.746113,-53.109215,-57.293995,-45.317303,-39.38855,-54.395603,-45.822598,-50.682434,-49.160202,-50.257553,-48.55931,-50.557514,-52.26642,-53.395596,-39.126072,-62.31891,-53.62966,-51.66034,-62.521008,-42.218437
temozolomide,geldanamycin,VCaP,urogenital_system,-60.48936277,-43.066364,-38.779625,-33.44582,-37.9857,-38.546597,-38.64819,-37.054157,-28.328604,-50.39087,-26.069695,-25.642956,-55.860504,-35.61655,-35.275764,-35.985806,-39.88258,-45.605286,-39.876953,-39.064262,-21.40421,-38.97596,-26.844099,-44.743053,-22.992247,-27.36419
temozolomide,Lapatinib,VCaP,urogenital_system,-8.382146446,-15.087681,-14.771033,-14.017549,-8.897836,-15.633818,-8.306441,-15.969267,-8.011026,-13.729259,-15.403011,-16.891634,-10.9988,-6.5890436,-12.299953,-8.479944,-9.422013,-17.805515,-17.904768,-20.059858,-2.6216385,-8.32844,-2.9702797,-14.2798815,-16.877924,-11.364201
topotecan,Dinaciclib,VCaP,urogenital_system,2.101083212,-3.090399,-1.4709338,-2.2483702,0.061459903,-0.4190207,-0.43490937,-2.5936944,-1.7196085,-2.1174521,-3.9328904,-4.114164,-1.8058561,-2.56648,-1.5289707,-2.7882922,-0.66396755,-3.2872822,0.05327984,-0.42965934,-0.6063644,-2.6846805,-1.3458428,-2.0203881,2.109788,1.5494568
vinblastine,Dinaciclib,VCaP,urogenital_system,-5.372376863,-5.9414735,-2.9969597,-5.6431584,-7.0749207,-5.504815,-5.2652965,-5.3611555,-7.10111,-3.0091758,-6.3762126,-8.047112,-7.871765,-7.355388,-9.169374,-8.36123,-2.8452866,-5.2247696,-6.0773063,-2.5087163,-6.4330497,-7.220383,-2.3479156,-1.5691736,-4.730963,-5.558293
vinblastine,Lapatinib,VCaP,urogenital_system,2.334382803,-3.9395118,-5.833994,-7.5293193,-7.702317,-8.530813,-1.3798702,-9.275853,-2.6954906,-5.267254,-4.2684035,-9.026381,-5.35155,-7.2232423,-11.364173,-7.0250826,-11.968608,-7.7586575,-2.2765036,-9.879246,-5.290214,-6.765301,-4.305032,-6.794185,-0.91635984,0.047675483
vinblastine,MK-5108,VCaP,urogenital_system,-0.058858706,-4.658881,-2.5446234,-7.144043,-4.5314145,-2.5220342,-7.268819,-6.065589,-0.83589447,0.043583434,1.4248667,-3.4254134,-2.407143,-5.120628,-8.01943,-2.1150067,-6.864857,-6.5538106,-1.2485734,-2.4742367,-3.4845195,-3.5034635,-2.5073185,-3.1217883,-5.589977,-1.463117
vinblastine,Sorafenib,VCaP,urogenital_system,1.228767351,-6.5030694,-3.3368201,-1.7413989,-8.357938,-5.063556,-1.7453386,-1.4731413,-0.95711374,-1.1979823,-3.2022574,-3.5719166,2.0963562,-0.36778557,1.9730597,-0.6850438,-8.775016,-5.727643,-4.7698,-7.253622,-1.3310677,-4.8191113,-5.883313,-7.263351,-7.4425697,-2.6264582
vinblastine,temozolomide,VCaP,urogenital_system,-80.14136065,-54.24136,-49.09538,-52.22786,-54.28194,-45.185036,-57.250633,-43.259605,-31.138454,-25.795313,-41.699738,-42.935562,-34.97408,-22.703653,-26.071768,-26.823233,-62.636387,-56.760136,-38.302235,-49.926937,-54.685856,-53.444588,-53.71845,-47.863647,-58.051655,-65.17416
vinorelbine,915019-65-7,VCaP,urogenital_system,-5.321592921,0.9136334,2.6599436,3.216818,1.1110764,2.7811868,-0.16713463,2.66858,0.57736427,-0.078673765,-2.5794473,0.5616313,0.5242514,0.5490341,2.1202438,-0.83968186,-4.391818,1.3618716,1.7697358,-0.48850062,0.2803955,-0.42419818,-0.55892706,0.34284228,0.017642772,5.8479867
vinorelbine,Sorafenib,VCaP,urogenital_system,-1.200591093,-5.24109,-4.3244185,-0.8945035,-7.0164533,-5.876396,-6.466974,-5.2546296,-9.470238,-6.4086814,-7.6168895,-7.2657595,-8.688245,-2.0478897,-4.0464706,-5.2385373,-5.894827,-5.8199344,-10.878322,-7.7563295,-5.368593,-5.4604826,-6.995561,-14.262972,-7.9485283,-10.409559
Vorinostat,915019-65-7,VCaP,urogenital_system,7.825753179,6.0504546,8.984121,7.84785,10.11724,9.4899,7.391327,9.532261,6.774031,8.075606,6.5433846,2.4061766,6.8103766,5.8624487,8.272365,7.471083,10.100383,9.446864,7.0107265,7.624938,6.720823,7.099649,5.6195154,8.738194,11.124082,8.247687
Vorinostat,Bortezomib,VCaP,urogenital_system,6.472227189,0.20218937,-0.4186572,-1.1651902,0.67930484,0.12129101,-1.1007932,0.23103958,2.4583557,-2.5861275,-0.7846741,-0.46874294,-1.9194993,-0.8802706,-0.6962928,0.2952166,-2.6756306,-1.3612081,3.4873488,-1.19056,-3.2501743,-1.7997515,-2.1476295,2.732086,0.93286574,-0.19441065
Vorinostat,MK-5108,VCaP,urogenital_system,1.45072617,-1.1598173,4.928966,-0.3952203,3.7782722,2.0939667,-2.4628842,3.5939405,0.4472765,1.5513816,1.9498515,0.36468557,0.55271274,-1.8148577,-1.3115693,-2.754845,-3.3123589,1.0533363,3.7613497,-4.6762404,-0.4128477,0.81527454,-1.4035643,-9.226537,-1.525614,4.2775245
Vorinostat,topotecan,VCaP,urogenital_system,9.430218371,1.368072,5.713279,6.0636883,5.8322964,6.7988563,5.62984,8.790876,5.424785,4.4557943,6.5186515,5.33885,6.037033,3.0118003,4.1798277,4.0660806,5.806456,6.033931,9.005503,7.117861,2.7478883,4.280362,9.2527895,4.191384,7.752146,4.8691716
5-Fluorouracil,Erlotinib,A2058,skin,11.78897255,3.051339,0.7171629,4.1016736,-1.147386,-2.1801078,0.7423484,2.7938232,9.744667,4.9903626,4.1292324,4.6873627,5.1175914,4.551921,4.5368247,1.3243266,1.3058406,1.1099561,5.4618173,-0.9472298,-3.445311,3.438859,2.167822,1.9614894,3.0691347,2.192807
5-Fluorouracil,L-778123 free base,A2058,skin,8.900673758,10.311962,7.9791226,9.663649,8.594688,5.358981,11.993347,17.485363,9.884594,8.396955,6.090132,9.681228,7.679652,9.236978,9.192481,5.7662687,8.481639,1.439361,11.033732,6.386152,6.7071238,7.1136494,7.6917048,7.679694,14.611714,10.3205595
5-Fluorouracil,MK-2206,A2058,skin,9.555386317,8.1804905,6.6144156,11.590785,8.521318,6.8076987,10.520784,10.63107,13.076602,7.786382,6.8584504,8.983052,9.970377,7.7604675,7.795647,5.389027,5.696733,6.6942277,8.764291,7.3243957,3.7826948,8.212106,8.236259,6.7503242,8.798496,4.5635686
5-Fluorouracil,Sorafenib,A2058,skin,5.392431384,-0.36164698,-0.9360428,-0.3105937,-3.8960161,-5.554444,-2.6487253,0.4175188,4.461682,-0.036105845,-0.9018968,0.33010367,6.894964,0.05300174,1.8531233,-5.8420725,-3.649508,-5.0566773,-2.6466665,-5.4069047,0.46906632,0.3931846,-7.642268,-2.6173851,3.6547604,-0.8867708
Veliparib,Deforolimus,A2058,skin,0.990856588,-7.2491207,-12.725145,1.2988734,-6.074354,2.532986,9.033196,0.28245762,0.7322433,2.2514486,5.879789,-1.6973311,5.549046,4.888447,-8.222386,4.762845,9.693775,-1.8378233,-7.727778,4.1861076,-3.7422376,7.2245746,-3.0127332,0.37350667,-0.41120967,1.4935479
