Drug1,Drug2,Cell_Line,Tissue,SynergyRank,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5,Borda,Markov,MC1,MC2,MC3,BMARC,BMARCW,CEMC_k,CEMC_s,RankBoost,BIRRA,RRA
methotrexate,L-778123 free base,LoVo,digestive_system,3685.5,-6.52145,-2.5130286,-1.4366821,-9.626975,-5.019154,-7.7310996,-4.2676296,-5.976943,-3.293098,-11.031905,-3.6969583,-7.294457,-2.1900768,-5.137511,-3.8298037,-3.702842,-11.499544,-8.90035,-4.684003,-11.0984,-7.20631,-10.748905,-4.17079,-4.8616037,-1.8851873,3609,3397,3570,3501,3570,3397,3396,3441,3609,3570,3580,3223
methotrexate,891494-63-6,LoVo,digestive_system,3167.5,-3.861418,-2.336234,-4.079421,-4.7240334,-1.1812055,-0.21027392,-9.1820965,-12.817084,-14.503502,-11.367875,-11.027337,-4.366576,-5.8288465,-9.029311,-3.2879982,-4.8891525,-10.20052,-7.385684,-4.5978413,-4.4220104,-1.831963,-11.537503,-8.5699625,-2.3434825,-13.279748,3683,3682,3688,3678,3688,3682,3682,3555,3683,3682,3563,3511
methotrexate,temozolomide,LoVo,digestive_system,3015.5,-22.846819,-14.165044,-20.094418,-18.154902,-17.889803,-26.016342,-24.536945,-16.816126,-28.804514,-26.786173,-24.690315,-21.352922,-26.848091,-28.068207,-23.662172,-33.823772,-24.348898,-12.432206,-18.061523,-31.54505,-27.684895,-24.646246,-35.07076,-26.685205,-21.847023,5024,4940,5003,4966,5003,4940,4946,5029,5024,4994,5131,4876
mitomycin C,Erlotinib,LoVo,digestive_system,1433.5,2.9794998,2.7672203,5.6268163,3.7268503,3.5918021,5.059905,2.9560933,4.8178344,3.7633452,7.1293035,1.8332987,4.63401,2.1471407,3.158732,3.1324768,1.5405982,6.139057,7.054326,1.1181422,6.272688,6.5607786,6.9885654,5.438856,4.1218495,7.614377,867,735,896,810,896,735,750,901,867,898,934,669
mitomycin C,L-778123 free base,LoVo,digestive_system,3383.5,3.3601778,0.97194314,0.742388,1.0686953,0.60637677,1.829428,-0.53907114,2.7511406,2.575191,4.1217923,-0.33663723,-0.91976637000000006,2.0847244,3.3640318,0.69854397,-2.610827,4.815913,6.4208093,5.35586,6.523383,3.295278,5.1834655,1.0194118,1.2300082,-1.7616377,1512,1506,1507,1482,1507,1506,1476,1657,1512,1499,1468,1552
mitomycin C,temozolomide,LoVo,digestive_system,5623.5,-30.020782,-24.287487,-30.742102,-35.97002,-36.62775,-28.469948,-42.476387,-39.489418,-24.838392,-38.330025,-32.7675,-27.597101,-25.441656,-38.451607,-23.959185,-29.216873,-36.568184,-47.380833,-32.869904,-29.440208,-30.54016,-39.76097,-37.77634,-31.73711,-37.22604,5348,5277,5315,5297,5315,5277,5277,5275,5348,5313,5549,5159
mitomycin C,Vorinostat,LoVo,digestive_system,965.5,3.2503185,1.2403891,0.5152877,3.2064695,2.8265147,1.7211102,4.7342978,4.7621703,-1.9394195,2.1178696,1.5092317,4.000475,-0.90129,-4.2151947,-0.60569596,5.326451,1.1540221,2.5537615,-0.47802928,3.646128,3.8093228,2.699126,0.45735922,0.08576556,1.4640027,1565,1465,1583,1522,1583,1465,1467,1586,1565,1588,1622,1774
MK-2206,915019-65-7,LoVo,digestive_system,729.5,7.6468143,5.498509,7.33713,8.569536,5.2145286,6.231725,8.47932,8.574131,8.05421,8.789006,6.4284325,9.005344,7.9367347,10.548632,8.116494,8.581221,9.373898,7.0127096,9.013582,7.208482,7.4263754,9.730706,10.909801,10.34435,9.860026,247,215,296,219,296,215,214,283,247,295,151,199
MK-2206,Bortezomib,LoVo,digestive_system,3157.5,-0.6269748,-1.0002868,-2.0781505,-0.47714102,0.38430247,-0.2344198,-1.7690998,-1.147643,2.74752,-1.167287,-1.4958462,-0.48151612,0.9313194,-0.6574383,0.30358553,0.9667132,-1.2503018,0.67894673,-3.257362,1.4128681,-0.59703827,-1.5456026,-1.8453637,-1.2886255,1.1276101,2340,1948,2300,2169,2300,1948,1980,2411,2340,2307,2500,1574
MK-2206,Erlotinib,LoVo,digestive_system,863.5,7.5079303,7.8070164,9.26499,8.848271,6.0524354,8.56805,8.955937,8.972431,9.957787,5.8764167,4.2522287,8.838565,8.024,8.700155,8.293959,7.7185802,4.8947086,7.528948,8.254964,8.398138,8.706046,8.620215,8.329281,9.338581,6.530793,265,196,318,251,318,196,197,298,265,318,152,217
Niraparib,Dinaciclib,LoVo,digestive_system,3081.5,-2.145975,2.2161849,-3.3707895,-0.14265765,-0.6063675,-1.9880186,-1.9852993,-5.250328,-5.9357767,-8.387152,-4.551702,-2.1261272,-7.1687617,-8.915988,-4.702354,-1.0610448,-3.13315,-6.59793,-1.4457027,1.4829671,-4.527942,-1.4673141,-2.4172213,1.3599966000000001,-5.315004,3026,2979,3005,3005,3005,2979,2971,2930,3026,3006,3057,2870
Niraparib,891494-63-6,LoVo,digestive_system,3471.5,3.306673,5.7356515,5.775062,4.4292307,0.90919423,-1.4426839,3.1637359,0.12557548,0.20524819,2.9189436,0.25904208,0.7259806,0.48488238,2.5107827,-3.298715,2.455806,4.1325216,5.219031,6.1261983,2.7056746,1.9496487,4.2792563,3.5473049,1.6458635,3.2209156,1376,1364,1392,1359,1392,1364,1369,1417,1376,1379,1347,1472
Niraparib,Eloxatin (TN),LoVo,digestive_system,3707.5,-4.3610888,-6.1567335,-3.8167803,-5.5095844,-4.8497787,-8.959981,-5.137974,-4.673958,-6.5368314,-7.125245,-5.1622276,-0.4349744,-3.5712044,-3.9742684,1.1997974,-0.3472551,-4.297236,0.777666,-4.675679,-6.243158,1.1394082,-3.8128848,-4.5788636,-3.8145967,-6.8438063,3229,3096,3186,3145,3186,3096,3102,3315,3229,3188,3114,2817
MK-5108,Eloxatin (TN),LoVo,digestive_system,3397.5,-4.5530386,-2.988272,-2.7225935,-4.251285,-6.157928,-6.3520327,-1.7743857,-8.709341,-3.4175303,-0.8231331,-6.782293,-3.9291666,-5.0771074,-5.5645385,0.59111243,-6.520654,-3.9819663,1.8498276,-4.169046,-5.21776,-1.5598637,-5.089511,-1.7032306,-4.992453,-5.380412,3224,3083,3171,3132,3171,3083,3099,3265,3224,3168,3305,2787
Deforolimus,topotecan,LoVo,digestive_system,1437.5,1.923621,2.3037322,0.5764827,1.336731,1.3573825,2.0948322,0.9097943,-0.30016688,1.8434829,2.5926197,1.0734487,2.6648917,5.1460276,6.573118,2.29807,-0.0916139,1.8237411,3.7370913,0.36306453,1.0512705,0.6284414,2.74546,-1.8336589,5.1268406,3.5180047,1515,1280,1527,1414,1527,1280,1291,1582,1515,1529,1537,1251
paclitaxel,Veliparib,LoVo,digestive_system,4573.5,-30.938282,-27.539186,-31.85488,-20.910587,-31.928146,-6.5700674,-27.66611,-27.422752,-27.56699,-32.031982,-27.549582,-14.318105,-14.297435,-15.691684,-20.190372,-27.696442,-27.288197,-24.820105,-29.601858,-15.046047,-35.75904,-29.016176,-35.21402,-25.5866,-13.528757,5036,4987,5036,5015,5036,4987,4986,5132,5036,5036,4916,5185
paclitaxel,geldanamycin,LoVo,digestive_system,2587.5,-2.3434794,-2.2173615,-1.2025771,-2.687323,-2.3347418,-5.645287,-3.3451936,-5.87145,-0.2680262,0.036420755,1.2421207,-5.2639713,2.2209656,-2.5571027,-5.2345934,-1.2504286,-3.8025503,-3.035054,-3.699619,-3.381729,-2.8592625,-0.40096876,-5.2955513,-1.2421783,-0.65352064,2890,2718,2834,2794,2834,2718,2727,2917,2890,2837,3036,2263
paclitaxel,MK-5108,LoVo,digestive_system,1463.5,-1.6618308,0.69741803,-1.5703127,-0.25823322,0.58165604,0.39345047,1.8860149,0.5316311,0.64755756,0.70800257,-2.6930175,0.2949351,5.5211225,-1.7597572,2.5505238,2.403544,-0.0944354,-0.038383067,-0.71152925,1.9714507,-1.8617703,0.19329649,0.2577949,-0.5858535,2.5001266,2007,1718,1988,1877,1988,1718,1717,2025,2007,1999,2026,1440
391210-10-9,Dasatinib,LoVo,digestive_system,561.5,7.9075093,5.8490257,7.7287154,8.671033,3.5637178,8.277791,11.356488,5.541569,8.842167,11.849791,6.849044,10.801038,6.5930376,5.328015,6.3025804,7.9336386,10.488156,8.458494,7.1528063,5.3374667,4.612525,7.211216,6.1131105,9.682854,9.090883,335,263,355,313,355,263,261,331,335,352,325,303
391210-10-9,Dinaciclib,LoVo,digestive_system,2289.5,-4.4575386,-2.2200449,-7.690795,-0.14817646,-1.0694592,-3.585086,-2.6628332,-7.9831133,-4.002441,-5.2181997,-2.875136,-6.411177,-2.1588326,-5.243645,-0.83663565,-3.3258178,-1.9915887,-5.150829,-5.407298,0.5171453,-6.1757693,-4.2927003,-2.4853623,-4.4107895,-7.754523,3210,3033,3145,3102,3145,3033,3027,3186,3210,3149,3174,2671
391210-10-9,Sorafenib,LoVo,digestive_system,851.5,-0.24424173,-6.6091003,-6.1232705,3.777983,-2.0032542,-8.1981735,-8.210163,-5.9942236,1.6264116,2.3158643,4.9954624,-3.4926782,0.51388574,-2.2579546,-2.681426,-0.16910447,-3.6733730000000002,-7.066929,-0.33276662,-3.5010793,-3.1019335,0.70364225,-4.134183,4.8520155,-4.8433704,2734,2936,2778,2848,2778,2936,2932,2915,2734,2763,2581,2795
Sorafenib,891494-63-6,LoVo,digestive_system,3255.5,5.022321,-2.2664444,-1.5853806,-2.67444,-1.9597208,-2.149052,-0.35738957,-3.533472,-0.15013851,1.1825199,3.295579,-1.2754865,-0.47107637,-3.3854103,-4.2770305,-3.9683025,-2.5293124,-0.6163518,-1.7531607,-4.0095134,-1.9276042,-2.8075087,1.7454674,0.3143681,-4.9829698,2575,2428,2539,2494,2539,2428,2428,2645,2575,2536,2575,2089
Sunitinib,Veliparib,LoVo,digestive_system,4341.5,-24.19435,-19.718199,-20.749447,-21.027332,-24.870422,-17.986176,-20.616575,-15.505525,-29.172098,-22.448507,-21.226774,-13.66788,-7.130914,-28.021057,-25.228212,-22.629961,-13.843159,-22.547318,-23.593224,-16.255072,-3.9435205,-23.572165,-12.438818,-19.877256,-25.559395,4791,4728,4778,4761,4778,4728,4728,4836,4791,4782,4765,4929
Sunitinib,Bortezomib,LoVo,digestive_system,2113.5,-0.44335875,-1.223075,-2.485943,0.40606812,-0.62811106,0.20071724,3.1148696,-8.593828,-3.4450798,-2.470892,-4.257177,1.0580487,-0.86477613,1.2097361,-4.281494,-3.2734077,-2.8569725,-2.509092,-4.5467396,0.9755461,-3.431222,-2.6315553,-2.0123367,-1.6166377,-0.5631156,2706,2520,2660,2599,2660,2520,2520,2792,2706,2669,2639,2436
Sunitinib,Erlotinib,LoVo,digestive_system,455.5,6.3751864,9.616456,9.298809,7.7976832,6.579198,7.0448265,5.0808935,2.917297,7.305307,0.8813635,3.164966,5.555918,5.5545745,8.726847,4.986947,5.332149,5.1976824,6.8981547,3.9679174,4.1769123,5.281633,6.0841675,4.0504346,4.915658,6.674373,589,484,620,572,620,484,483,728,589,617,427,560
Sunitinib,Lapatinib,LoVo,digestive_system,505.5,6.389834,9.034998,10.110432,7.577721,7.2062464,12.981427,6.4024277,3.994965,9.036524,5.390408,4.42091,6.771265,5.0759234,10.235804,7.2089567,5.0697274,7.258195,4.7578363,4.350473,9.145822,4.2379346,7.5672116,3.187129,6.8633046,8.839785,432,336,442,413,442,336,333,420,432,440,428,368
temozolomide,Veliparib,LoVo,digestive_system,799.5,-0.1965971,-2.8104105,-1.5002139,-0.88359284,-2.5287504,0.18400559,2.5530427,-4.812759,-3.2633584,1.5064485,-1.3359131,-3.1974208,-2.7560186,-0.5547234,0.32126784,-1.2565129,0.4147881,-2.796805,0.33592716,-1.7045676,1.1701766,-3.1666167,-0.30368224,-1.0354633,-1.7448889,2525,2316,2493,2409,2493,2316,2315,2518,2525,2494,2555,1983
temozolomide,MK-2206,LoVo,digestive_system,4423.5,-20.304926,-19.678589,-18.087101,-29.322092,-20.554905,-17.501146,-10.649652,-29.715761,-19.39047,-26.010199,-24.050825,-15.728958,-24.41748,-14.042107,-20.562366,-16.436775,-24.513002,-27.212152,-28.678156,-14.234875,-10.990747,-23.340818,-29.18561,-16.839323,-16.506304,4857,4759,4824,4798,4824,4759,4761,4816,4857,4824,4884,4777
temozolomide,Niraparib,LoVo,digestive_system,5003.5,-21.39271,-22.348194,-24.554415,-22.448605,-29.847418,-23.596636,-19.604357,-36.023476,-23.06373,-19.198687,-25.441042,-21.689148,-24.855026,-14.182461,-17.335241,-22.576658,-20.82733,-30.87671,-29.2636,-19.93745,-21.084566,-27.512539,-22.196003,-26.949165,-31.518553,5045,4930,5001,4959,5001,4930,4929,4948,5045,5002,5242,4825
temozolomide,891494-63-6,LoVo,digestive_system,4799.5,-17.237928,-21.73275,-16.968277,-20.273163,-25.855904,-18.204391,-16.96316,-28.001413,-23.38842,-15.662185,-20.377026,-21.691523,-16.593594,-20.750196,-18.804712,-21.402351,-28.060932,-17.467588,-23.741728,-25.773518,-13.898592,-19.648073,-17.274702,-9.984043,-27.536112,4858,4754,4805,4787,4805,4754,4753,4818,4858,4799,4971,4643
temozolomide,Eloxatin (TN),LoVo,digestive_system,5403.5,-25.96223,-23.21326,-22.67147,-26.47838,-27.799562,-16.169512,-23.635925,-22.853954,-20.114899,-22.856361,-20.629341,-26.330118,-22.300972,-20.469957,-13.636374,-17.306395,-16.982992,-21.85286,-25.041224,-34.416683,-9.316461,-28.05118,-23.18887,-21.683353,-25.75014,4956,4862,4914,4888,4914,4862,4864,4946,4956,4915,5132,5010
temozolomide,391210-10-9,LoVo,digestive_system,4845.5,-29.559067,-29.778057,-30.290283,-21.569933,-22.900534,-26.639164,-26.216454,-43.172504000000004,-28.684885,-28.451946,-28.127893,-25.068605,-23.474058,-27.93971,-22.5818,-16.209246,-29.406805,-31.446007,-20.493011,-32.355278,-38.49294,-15.355592,-37.696957,-25.965874,-31.036488,5168,5098,5142,5117,5142,5098,5100,5124,5168,5139,5243,5144
temozolomide,7-Ethyl-10-hydroxycamptothecin,LoVo,digestive_system,5517.5,-26.21781,-41.553303,-35.62776,-31.36682,-35.047607,-40.010532,-44.81422,-43.76997,-47.49093,-41.909317,-36.32798,-37.86487,-33.901165,-30.193285,-43.154163,-34.430885,-33.933002,-42.284237,-33.636616,-34.287796,-38.414486,-42.753872,-34.529022,-30.142452,-41.862564,5455,5360,5415,5379,5415,5360,5360,5432,5455,5403,5550,5021
vinblastine,915019-65-7,LoVo,digestive_system,1595.5,3.8986273,-0.035967518,1.723209,1.963711,1.0998328,-0.2400366,3.1105397,-0.67216206,-1.9384291,0.76681626,3.9081628,1.0535337,-0.80275846,0.68716025,-0.6719376,0.7302322,-0.8095101,-2.131012,2.227571,0.18452969,3.0352075,2.6114962,3.3049588,0.12937337,1.2588733,1789,1554,1808,1694,1808,1554,1587,1815,1789,1806,1855,1358
vinblastine,L-778123 free base,LoVo,digestive_system,2219.5,1.0898281,-4.7823925,-2.364479,0.73998725,-2.4768007,-4.6783776,2.394522,-0.015953273,-2.5165436,-1.6694709,-0.22336273,-4.124389,-0.14727557,-1.0471869,-1.2681317,1.1922262,-1.1900116,-1.9356107,0.30617702,4.0800653,0.044815965,0.87270784,1.3470935,-3.240703,1.9673593,2378,2306,2359,2305,2359,2306,2316,2421,2378,2367,2368,2044
vinblastine,Vorinostat,LoVo,digestive_system,2737.5,-0.7511409,0.09324309,-0.13172618,1.017251,2.792769,0.77047575,-2.0202665,-0.06300756,1.2543273,-2.2086484,1.6875459,-1.0034684,0.79190826,-0.8231635,-0.8195198,2.0889208,0.13625863,0.1394074,0.85394686,-1.4424616,-0.36993167,-0.4852815,0.21467994,2.259754,0.9056371,2067,1708,2065,1916,2065,1708,1724,2114,2067,2066,2187,1361
vinorelbine,Veliparib,LoVo,digestive_system,5149.5,-46.145897,-36.741936,-35.424652,-33.686,-33.036415,-25.927216,-25.74775,-38.601036,-28.019669,-36.997864,-34.851913,-33.83062,-27.946022,-28.450838,-26.477903,-34.796432,-25.76221,-33.48352,-32.027496,-32.792316,-39.616547,-31.696548,-27.463226,-36.126434,-33.355045,5339,5252,5307,5277,5307,5252,5252,5331,5339,5304,5551,5518
vinorelbine,Dasatinib,LoVo,digestive_system,921.5,7.098826,6.1548233,4.3690786,4.090662,7.4977813,7.221299,5.1342945,5.554897,4.6137586,5.4419127,2.0618682,4.1932864,7.0922675,4.9658074,3.2296205,5.709286,6.1986794,2.5200596,6.154906,1.9407614,6.428001,6.375912,5.9791665,4.561522,7.0787206,673,530,733,627,733,530,533,690,673,731,554,598
vinorelbine,MK-5108,LoVo,digestive_system,2815.5,0.037417386,2.05325,0.16013345,-1.4375535,0.3464231,0.97248286,1.0806726,-2.2247999,1.0807302,1.7277733,-2.7567117,-5.8908434,4.1302643,0.44349647,3.5927439,3.5234392,-0.51229733,3.3132682,-4.0804896,-0.29678836,1.2206422,3.306741,0.24377014,-3.3583603,-2.1498542,2070,2127,2068,2068,2068,2127,2119,2031,2070,2070,2226,2302
Vorinostat,Erlotinib,LoVo,digestive_system,1059.5,3.071407,3.1115367,4.3960214,3.4449003,0.9386937,4.6787367,4.6447496,4.3553553,-0.5925499,2.1171162,1.4557683,2.719451,2.90376,1.0940272,3.4237394,1.3763119,5.933049,1.5400095,2.1511328,5.896181,2.0214152,3.5922391,1.1325921,4.8852067,2.1254747,1220,1009,1258,1148,1258,1009,1008,1323,1220,1262,1314,950
Vorinostat,Lapatinib,LoVo,digestive_system,2233.5,3.9353123,2.379113,4.758979,4.0313478,0.26947188,2.206567,-0.42214918,3.622629,-1.5275458,1.4404858,2.0728211,3.2768652,4.719695,2.3852582,4.6694036,7.902225,4.6756706,0.5201587,2.622904,3.1076312,2.8109314,1.6506249,1.8491337,2.5983782,0.85819787,1308,1206,1332,1248,1332,1206,1206,1396,1308,1331,1358,1269
Vorinostat,7-Ethyl-10-hydroxycamptothecin,LoVo,digestive_system,3051.5,1.0598317,-0.89410996,0.3145474,4.0196743,2.1771665,1.7476901,-3.371727,-0.30027953,1.481609,-1.6120609,2.1754441,-1.136144,2.3349628,-0.69568676,2.4326878,-0.25433776,-0.42512968,0.8952737,1.1313165,1.8301756,0.016074082,-3.3448334,2.0537374,1.5917485,-0.48023033,1926,1725,1943,1830,1943,1725,1732,1812,1926,1948,2083,1707
Vorinostat,temozolomide,LoVo,digestive_system,5153.5,-20.47643,-29.699263,-26.849295,-31.220373,-26.609276,-37.411465,-22.77199,-15.941345,-30.76517,-27.333696,-27.433891,-19.37319,-33.406612,-34.83199,-31.474659,-31.673532,-34.627724,-30.377481,-21.380745,-25.86685,-20.906788,-32.53976,-32.275173,-32.1319,-30.266878,5197,5117,5168,5141,5168,5117,5120,5235,5197,5163,5244,4784
5-Fluorouracil,915019-65-7,RKO,digestive_system,1735.5,7.449953,6.328189,8.683115,7.0914297,10.546344,5.6603,3.2338507,7.8973665,6.221278,7.5465736,8.1993760000000009,1.5557656,10.106129,9.734463,6.844216,7.9881725,7.986467,6.2278123,8.25728,8.933742,11.586648,5.2387824,6.121777,3.5840716,6.761442,399,416,407,398,407,416,413,375,399,407,403,471
5-Fluorouracil,Bortezomib,RKO,digestive_system,3203.5,-1.6251576,-1.6498195,-2.1596713,-3.8466773,-1.8276107,-1.1596696,-2.683691,-2.7829459,-5.6999674,-3.322896,-1.8097261,-2.4083273,-2.82746,-0.8795608,-2.9872136,0.36730987,-1.7553849,-2.6273642,-0.48613527,-4.1652594,-0.66482013,-7.5634475,-2.0357509,-3.9970603,-1.7083402,2921,2585,2846,2760,2846,2585,2581,2818,2921,2851,3029,2564
Veliparib,Dinaciclib,RKO,digestive_system,5239.5,-40.149746,-41.11816,-42.153255,-33.440178,-39.2092,-36.41185,-47.764027,-25.438562,-35.690506,-50.32237,-28.705534,-46.337673,-40.839756,-37.95668,-49.2677,-42.774963,-40.97438,-45.37266,-40.623352,-50.175285,-43.531147,-40.54192,-39.109734,-29.57939,-50.527992,5509,5438,5483,5453,5483,5438,5438,5468,5509,5476,5552,5410
Veliparib,geldanamycin,RKO,digestive_system,1617.5,-33.483524,-31.603197,-40.892338,-33.49699,-45.47085,-37.144062,-31.6976,-27.9345,-33.352290000000004,-34.43587,-19.600702,-35.49016,-33.766975,-37.392616,-37.12699,-30.86918,-23.392532,-29.262539,-36.968,-27.041664,-28.602476,-37.722946,-35.12834,-28.970638,-19.965893,5311,5242,5291,5261,5291,5242,5239,5299,5311,5295,5553,5264
Veliparib,topotecan,RKO,digestive_system,5469.5,-17.903328,-22.850624,-36.299583,-12.631906,-30.396101,6.076528,-20.067926,-11.900631,-29.071447,-24.337877,-22.520052,-27.700493,-10.001095,-2.5438304,-16.842297,-35.515766,-31.70074,-21.91519,-27.99519,-17.992521,-20.053205,-19.957117,-32.397274,-20.691172,-29.083334,4730,4904,4865,4904,4865,4904,4900,4931,4730,4872,4634,4666
MK-1775,Dinaciclib,RKO,digestive_system,4147.5,-4.0121145,-7.5653214,-4.21404,-3.966473,-3.2902663,-6.1447144,-10.498882,-7.905722,-13.505849,-11.89632,-11.717235,-1.6368067,-4.7089868,-4.3056583,-3.265874,-7.23466,-5.3926277,-6.6634564,-5.1956415,-6.4163346,-4.7963204,-6.663834,-3.2673342,-3.0687022,-3.91993,3655,3582,3583,3558,3583,3582,3584,3581,3655,3580,3671,3398
MK-1775,Lapatinib,RKO,digestive_system,2489.5,-1.2703986,-0.2502039,0.33177504,5.786968,1.4319363,1.4518973,7.0820317,-1.310918,6.688796,5.959108,0.50105184,3.808348,3.5141606,3.3341484,2.8060365,2.7914438,6.6141524,3.1170998,5.250903,-0.6226882,2.863687,1.1678914,-1.7967126,5.023189,1.4378296,1357,1303,1344,1339,1344,1303,1296,1367,1357,1337,1366,1315
MK-1775,Deforolimus,RKO,digestive_system,241.5,8.141909,10.949449,5.473326,6.2994924,9.48506,7.0467005,10.259808,9.5863409999999991,15.884447,9.209939,9.976009,10.544838,11.650801,14.030729,6.7075725,10.79851,8.837581,12.703919,12.32034,8.983641,9.663866,9.531459,17.36971,12.482303,12.2889805,146,125,146,140,146,125,137,170,146,147,153,157
MK-1775,391210-10-9,RKO,digestive_system,575.5,2.1411612,-0.84427917,6.5300245,6.2032604,5.0397134,4.253681,7.9565816,2.990102,8.411593,5.836303,-2.690486,2.0867927,8.269205,2.4967446,6.4952736,6.498972,0.5691252,4.806767,3.424332,2.7221286,5.6086545,4.035812,8.595706,4.1347594,2.581138,929,1010,923,957,923,1010,999,897,929,909,981,1067
915019-65-7,Sorafenib,RKO,digestive_system,859.5,7.007556,5.361348,6.5138745,5.296253,5.7487197,5.244394,4.956369,6.125744,1.20508,2.015092,9.43542,2.9314632,2.2977765,7.1803393,5.1284933,3.1642613,5.5699444,6.1916585,2.151574,11.620491,10.780944,-1.4313036,6.12615,5.51661,6.2893124,740,731,721,743,721,731,728,681,740,736,747,945
Bortezomib,Veliparib,RKO,digestive_system,2681.5,-33.01758,-26.016876,-34.130077,-28.26519,-38.476597,-30.284163,-24.641666,-29.583143,-31.85943,-34.06004,-30.273281,-31.319466,-30.999462,-31.151344,-37.108936,-27.687847,-23.719452,-30.683876,-29.805822,-35.944183,-22.50187,-33.197266,-29.779915,-28.301594,-24.268925,5267,5170,5232,5196,5232,5170,5172,5244,5267,5225,5554,5249
Bortezomib,891494-63-6,RKO,digestive_system,3193.5,-0.19228466,-3.9764304,-2.6362407,-1.504899,1.9676771,0.834913,-6.9588017,-2.6446495,-4.2880797,-5.1970725,-4.3852296,-0.79679984,-0.46184763,-4.109112,-0.27983057,0.070592985,-1.5565302,-3.5258634,-3.1290145,-0.4193829,1.4576195,-3.7519004,-5.567403,-1.2973788,-0.021238893,2772,2526,2740,2658,2740,2526,2541,2707,2772,2745,2730,2556
Carboplatinum,MK-2206,RKO,digestive_system,2649.5,-23.781641,-16.83345,-23.30737,-22.593462,-28.771645,-22.312109,-25.75768,-17.5798,-26.099113,-25.574041,-27.120277,-25.756414,-29.452023,-13.617049,-10.292723,-32.654316,-33.906708,-22.448895,-22.314283,-11.177595,-26.145266,-24.832882,-22.538334,-25.1298,-12.144752,4954,4885,4952,4907,4952,4885,4888,4952,4954,4945,4972,4911
Carboplatinum,Deforolimus,RKO,digestive_system,1219.5,3.6093898,2.1640377,4.7069573,9.757581,1.6932447,9.764164,4.529389,-5.5591354,-3.6216724,1.780652,1.1946096,1.2649812,2.7683623,7.7140656,6.083491,4.1381335,-5.3165016,-3.0952756,1.2036526,2.7375124,8.277664,-1.3064848,3.3537703,-1.8945557,-2.2909756,1533,1826,1480,1665,1480,1826,1809,1525,1533,1485,1439,2206
Carboplatinum,Sorafenib,RKO,digestive_system,5231.5,-21.034134,-15.63408,-28.683794,-28.510962,-37.069122,-28.180887,-17.653341,-37.95398,-20.47924,-20.686094,-28.931593,-24.618809,-21.173435,-16.229988,-24.63608,-23.996376,-34.916267,-21.784534,-18.197107,-13.503313,-17.64477,-18.057646,-26.771706,-25.426023,-18.963518,5006,4966,4981,4972,4981,4966,4965,4938,5006,4982,5048,4807
Carboplatinum,Vorinostat,RKO,digestive_system,5399.5,-27.889954,-32.198063,-33.47499,-18.368837,-36.905334,-13.124575,-17.92074,-27.310856,-30.077068,-28.558212,-34.976437,-31.150303,-27.023586,-30.201998,-11.687576,-16.778517,-34.771797,-35.097622,-33.516674,-18.305664,-39.352345,-27.296682,-26.13624,-31.680655,-28.870615,5147,5113,5141,5132,5141,5113,5116,5208,5147,5141,5133,5097
cyclophosphamide,Lapatinib,RKO,digestive_system,4937.5,-29.402477,-34.845737,-24.590246,-34.18976,-31.134838,-38.521267,-35.097126,-29.891144,-35.560173,-31.785128,-27.153212,-24.64644,-34.527668,-31.01448,-35.90003,-31.566936,-27.205336,-32.52113,-40.58902,-45.696903,-30.941841,-19.890326,-26.217066,-37.798935,-38.66363,5314,5250,5294,5268,5294,5250,5249,5274,5314,5287,5555,5141
cyclophosphamide,Niraparib,RKO,digestive_system,4235.5,-21.007044,-9.950792,-12.027984,-17.314854,-3.7864623,-3.064802,-11.594047,-8.614823,-7.678299,-14.919438,-5.7848167,-12.452819999999999,-4.3080926,-24.19849,-19.258905,-17.086857,-16.491581,-25.36661,-10.575887,-21.655724,-26.845442,-9.051817,-11.714861,-16.619349,-15.646035,4399,4400,4409,4411,4409,4400,4401,4378,4399,4414,4442,4804
cyclophosphamide,MK-5108,RKO,digestive_system,77.5,-24.341146,-3.0120056,1.2781764,1.3576633,0.8953933,-38.02581,-7.245966,4.364555,-0.56842846,-12.026353,-23.482967,-2.3066938,-3.4008672,-33.360756,-7.86943,-6.7935567,-1.7564975,-15.168801,-0.13675499,-8.064494,-5.492276,-7.9341607,-2.1485643,5.204698,3.3277545,3279,4468,3810,4229,3810,4468,4463,3285,3279,3782,3042,4933
cyclophosphamide,Sunitinib,RKO,digestive_system,5033.5,-39.531406,-36.43114,-35.824017,-36.60244,-41.458668,-21.875813,-41.68401,-26.986393,-29.46302,-27.01811,-22.421661,-20.99454,-21.032305,-37.63402,-39.138107,-37.2578,-39.80828,-24.586117,-43.636086,-33.358505,-33.80951,-29.353401,-32.010086,-21.624704,-35.66855,5303,5274,5286,5286,5286,5274,5274,5340,5303,5290,5556,5396
Dasatinib,Deforolimus,RKO,digestive_system,89.5,14.705856,11.603269,14.123976,15.174098,14.227624,10.2692995,12.529505,15.489619,12.648554,13.027572,10.878352,17.555424,7.7837334,10.158417,13.619601,18.927876,15.499133,19.463234,12.871092,14.5301285,12.569722,16.923843,12.318438,11.864574,6.392378,55,54,52,54,52,54,52,46,55,51,154,56
